Common,42,,
BSSID,SSID,Encryption,Channel
e0:8e:3c:1a:c4:9b,UPCubao,WPA2/WPA,1
94:a7:b7:26:42:31,bayanDSLWIFI_4231,WPA2/WPA,1
e0:8e:3c:21:f7:17,bayanDSLWIFI_F717,WPA2/WPA,2
e0:8e:3c:22:67:77,bayanDSLWIFI_DEVERA,WPA2/WPA,1
7a:40:4e:44:84:ef,Always’s iPhone,WPA2,1
00:26:75:b7:9c:46,shinigami,WPA,1
e0:8e:3c:1b:6d:7f,art circle gallery,WPA2/WPA,1
cc:06:77:6f:f3:c0,prego,WPA2/WPA,9
4c:09:b4:a2:49:a1,bayanDSL,WPA,1
e0:8e:3c:1a:ea:ab,bayanDSLWIFI_EAAB,WPA2/WPA,1
64:d1:54:2e:20:40,BNETS_2E2040,WPA2,1
cc:06:77:21:04:28,Houseofgonz1,WPA2/WPA,1
66:d1:54:2e:20:40,BAYANIHANETS,OPN,1
74:cc:39:89:ab:98,PLDTHOMEFIBR9ab98,WPA2/WPA,1
9c:88:ad:a1:62:58,PLDTHOMEFIBRsulla,WPA2/WPA,2
70:9f:2d:a1:25:74,bayanDSLWiFi_2574,WPA2/WPA,1
e0:8e:3c:21:e0:b3,WIFI NI ATE BABES,WPA2/WPA,1
d0:04:92:01:a3:10,PLDTHOMEFIBR_01a310,WPA2/WPA,3
38:46:08:f3:26:50,bayan DSL,WPA,1
24:79:2a:21:11:68,DILNET-WIFI,OPN,1
1c:b9:c4:20:b4:88,#SmartWifi @UPDiliman,OPN,1
24:79:2a:21:42:08,DILNET-WIFI,OPN,1
36:69:87:dd:1e:a2,ISIP-SAFE SMART,WPA2/WPA,1
f0:3e:90:01:cd:58,DILNET-WIFI,OPN,1
74:91:1a:28:f8:78,DILNET-WIFI,OPN,1
74:91:1a:20:66:68,DILNET-WIFI,OPN,1
f0:3e:90:01:c9:b8,DILNET-WIFI,OPN,1
e8:1d:a8:1f:75:58,DILNET-WIFI,OPN,1
48:f8:b3:d3:91:33,PLDTFiber2F-1 (2.4Ghz),WPA2,2
08:86:3b:32:0d:02,belkin.d02,WPA2/WPA,1
bc:c0:0f:c8:6c:58,g6fiber,WPA2/WPA,1
1c:8e:5c:3f:c0:f8,B593_FC0F8,WPA2/WPA,1
48:f8:b3:50:77:91,laura,WPA2,1
b4:75:0e:cc:84:ce,Guevara,WPA2/WPA,1
e0:8e:3c:1a:a2:e7,,WPA2/WPA,2
c8:b3:73:10:57:b5,caloytheman,WPA2/WPA,1
54:22:f8:f1:09:7c,bayanDSL,WPA,1
e0:8e:3c:21:5a:37,bayanDSLWIFI_5A37,WPA2/WPA,1
9c:6f:52:35:16:32,YoMommaSoFat,WPA2/WPA,2
88:d2:74:86:a8:aa,bayanDSLWIFI_A8AA,WPA2/WPA,1
00:26:75:fa:16:2e,bayanDSLWiFi_162E,WPA2/WPA,1
88:d2:74:86:d4:a0,bayanDSLWIFI_D4A0,WPA2/WPA,1
36:69:87:06:8b:de,Smart Bro1220_8888,WPA2,1
24:1f:a0:f2:c4:7e,HUAWEI-E5330-C47E,WPA2,1
36:69:87:c0:94:61,ZTE-MF65M-9461,WPA2,1
e0:8e:3c:1a:d1:0b,bayanDSLWIFI_D10B,WPA2/WPA,1
74:cc:39:ba:de:e0,PLDTHOMEFIBRadee0,WPA2/WPA,3
8c:34:fd:42:2e:4f,Globe Tattoo,WPA2,1
20:08:ed:32:db:da,...,WPA2,2
00:26:75:b7:c0:a9,amber_wifi,WPA,3
00:22:3f:d1:3b:4c,CKC-Office,WPA,1
ee:08:e0:40:0e:7a,Diego,WPA2,1
c4:07:2f:95:2e:8d,LAN of the free,WPA2,1
74:cc:39:30:4a:e0,PLDTHOMEFIBR_Maganda_Si_Girlie,WPA2/WPA,3
18:a3:e8:1f:5a:09,PLDTHOMEFIBRa08,WPA2,3
8e:79:67:5a:40:90,PraymLee,WPA2/WPA,1
36:69:87:a1:bc:c4,Smart Bro_A1BCC4,WPA2/WPA,1
76:4a:a4:d6:96:59,ZTE-MF65M-9659,WPA2,1
0c:d6:bd:f5:5b:95,,WPA2/WPA,1
