Common,116
GPS Time,LastUpdt(WDB),MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-04-24 22:05:31,2017-07-29 21:00:00,28:10:7b:f1:02:bc,Diliman Bible Church,WPA2/WPA,-74,11,D-LinkIn,none,14.645893,121.060830
2018-04-24 22:05:09,2017-07-29 21:00:00,90:61:0c:2a:47:af,Marco,WPA2,-75,11,FidaInte,none,14.646105,121.060807
2018-04-24 22:05:31,2017-07-29 21:00:00,00:13:33:dc:91:af,PLDTHOMEDSLDAL1,WPA2/WPA,-64,11,Baudtec,none,14.645893,121.060830
2018-04-24 22:06:18,2017-07-29 21:00:00,f0:98:38:f9:14:28,Fiber200,WPA2/WPA,-90,4,HuaweiTe,none,14.645492,121.060887
2018-04-24 22:07:06,2017-07-29 21:00:00,d0:03:4b:d7:9c:e8,Joseph Carmelos Wi-Fi Network,WPA2,-70,11,Apple,none,14.644990,121.060863
2018-04-24 22:06:54,2017-07-29 21:00:00,e4:77:23:a5:0c:cc,bayanDSLWiFi_0CCC,WPA2/WPA,-75,2,Zte,none,14.645080,121.060830
2018-04-24 23:12:33,2017-07-29 21:00:00,1c:74:0d:17:57:88,PLDTHOMEDSL3SQBI,WPA2/WPA,-65,164,ZyxelCom,none,14.646807,121.057857
2018-04-24 23:10:43,2017-07-29 21:00:00,e0:8e:3c:1a:88:57,METEORO,WPA2/WPA,-74,11,AztechEl,none,14.646648,121.057567
2018-04-24 23:11:29,2017-07-29 21:00:00,d2:5b:a8:f8:d5:d9,PadrePio,WPA2/WPA,-77,1,None,none,14.646672,121.057503
2018-04-24 23:13:02,2017-07-29 21:00:00,f4:f2:6d:94:56:14,OrangeSegment1,WPA2,-60,1,Tp-LinkT,none,14.646702,121.058110
2018-04-24 23:14:16,2017-07-29 21:00:00,ec:8c:a2:30:ff:28,#SmartWifi @StrEATMag,OPN,-50,6,RuckusWi,none,14.646545,121.058768
2018-04-24 23:11:52,2017-07-29 21:00:00,00:26:75:f6:01:38,Aztech5018_6013A,WPA,-74,10,AztechEl,none,14.646782,121.057577
2018-04-24 23:12:45,2017-07-29 21:00:00,90:61:0c:2d:88:5b,Nuat Thai 80 Maginhawa,WPA2,-60,11,FidaInte,none,14.646753,121.057965
2018-04-24 23:12:57,2017-07-29 21:00:00,a4:2b:b0:d9:10:26,xNonex,WPA2/WPA,-78,6,Tp-LinkT,none,14.646700,121.058068
2018-04-24 23:14:09,2017-07-29 21:00:00,0c:f4:d5:15:99:28,#SmartWifi @StrEATMag,OPN,-55,1,RuckusWi,none,14.646538,121.058693
2018-04-24 23:12:21,2017-07-29 21:00:00,90:61:0c:2d:d3:09,tom&jerry,WPA2,-67,11,FidaInte,none,14.646832,121.057762
2018-04-24 23:12:48,2017-07-29 21:00:00,48:f8:b3:0f:d9:65,MotorGirl,WPA2,-72,1,Cisco-Li,none,14.646733,121.057980
2018-04-24 23:12:57,2017-07-29 21:00:00,14:ab:f0:4d:9d:80,ARRIS-9D82,WPA2,-83,6,ArrisGro,none,14.646700,121.058068
2018-04-24 23:36:13,2017-07-29 21:00:00,00:13:33:ea:7b:21,trendzoneqc,WPA2/WPA,-57,10,Baudtec,none,14.646367,121.059163
2018-04-24 23:35:58,2017-07-29 21:00:00,00:13:33:df:9b:b8,PLDTHOMEDSL,WPA2/WPA,-63,11,Baudtec,none,14.646347,121.059030
2018-04-24 23:13:18,2017-07-29 21:00:00,00:24:a5:d7:87:d3,BuraotNET-G-AES,WPA,-85,8,Buffalo,none,14.646687,121.058240
2018-04-24 23:36:14,2017-07-29 21:00:00,00:13:33:ea:7b:20,PLDTHOMEDSLadmin,WPA2/WPA,-56,10,Baudtec,none,14.646367,121.059170
2018-04-24 23:14:59,2017-07-29 21:00:00,e0:8e:3c:19:9c:bb,Aztech5068_99CBB,WPA,-83,10,AztechEl,none,14.646200,121.058888
2018-04-24 23:14:16,2017-07-29 21:00:00,5c:f2:86:21:96:ea,CCTV,WPA2/WPA,-72,7,IeeeRegi,none,14.646545,121.058768
2018-04-24 23:36:39,2017-07-29 21:00:00,94:46:96:1d:46:ce,PLDTHOMEDSLUJU40,WPA2/WPA,-58,1,Baudtec,none,14.646318,121.059353
2018-04-24 23:13:48,2017-07-29 21:00:00,94:46:96:17:00:3d,PLDTHOMEDSL7M7R0,WPA2/WPA,-74,1,Baudtec,none,14.646557,121.058457
2018-04-24 23:35:31,2017-07-29 21:00:00,00:90:a9:10:89:7c,GuestWiFi,WPA2,-57,6,WesternD,none,14.646178,121.058940
2018-04-24 23:35:31,2017-07-29 21:00:00,00:90:a9:10:89:7b,SunkenGalleon,WPA2,-58,6,WesternD,none,14.646178,121.058940
2018-04-24 23:14:22,2017-07-29 21:00:00,00:90:a9:0e:55:0b,CallaoMan,WPA2,-61,11,WesternD,none,14.646530,121.058822
2018-04-24 23:15:13,2017-07-29 21:00:00,90:61:0c:11:8d:26,PLDTMyDSLateo,WPA2/WPA,-56,11,FidaInte,none,14.646043,121.058858
2018-04-24 23:37:29,2017-07-29 21:00:00,14:b7:f8:0b:38:33,Chibutt,WPA2/WPA,-60,11,Technico,none,14.646222,121.059718
2018-04-24 23:15:47,2017-07-29 21:00:00,14:b7:f8:0b:44:97,Sashas WIFI,WPA2/WPA,-61,1,Technico,none,14.645832,121.058843
2018-04-24 23:39:04,2017-07-29 21:00:00,c0:56:27:90:c5:57,PDLAW,WPA2,-76,10,BelkinIn,none,14.645922,121.060433
2018-04-24 23:20:13,2017-07-29 21:00:00,e0:8e:3c:2a:07:e0,Aztech5068_A07E0,WPA,-82,1,AztechEl,none,14.645987,121.058325
2018-04-24 23:19:25,2017-07-29 21:00:00,fc:b4:e6:82:30:f0,SKYbroadband7B2C,WPA2/WPA,-85,11,AskeyCom,none,14.646067,121.057865
2018-04-24 23:30:33,2017-07-29 21:00:00,94:46:96:16:11:b9,PLDTHOMEDSL4T4K0,WPA2/WPA,-73,7,Baudtec,none,14.644332,121.060283
2018-04-24 23:37:32,2017-07-29 21:00:00,70:5a:9e:92:6f:f4,SKYbroadband6FF1,WPA2/WPA,-65,12,Technico,none,14.646222,121.059742
2018-04-24 23:37:28,2017-07-29 21:00:00,30:b5:c2:b5:33:12,FatPipe@BosCoffee,OPN,-52,11,Tp-LinkT,none,14.646223,121.059710
2018-04-24 23:38:38,2017-07-29 21:00:00,ac:86:74:4a:09:52,CloudTrax,OPN,-53,5,OpenMesh,none,14.646048,121.060257
2018-04-24 23:38:38,2017-07-29 21:00:00,ac:86:74:4a:09:53,xNonex,WPA2/WPA,-53,5,OpenMesh,none,14.646048,121.060257
2018-04-24 23:39:21,2017-07-29 21:00:00,5c:6a:80:1a:25:c6,SNOW CREME,WPA2/WPA,-62,13,ZyxelCom,none,14.645805,121.060600
2018-04-24 23:37:35,2017-07-29 21:00:00,74:cc:39:ba:cd:f0,Bos Backoffice,WPA2/WPA,-66,1,Fiberhom,none,14.646212,121.059763
2018-04-24 23:39:00,2017-07-29 21:00:00,dc:09:4c:14:29:cf,Monmon,WPA2/WPA,-67,9,HuaweiTe,none,14.645950,121.060405
2018-04-24 23:38:41,2017-07-29 21:00:00,cc:1a:fa:97:cf:b8,bayanDSL,WPA,-55,10,Zte,none,14.646042,121.060278
2018-04-24 23:37:52,2017-07-29 21:00:00,00:18:4d:95:5d:b0,MRS,WPA,-78,11,Netgear,none,14.646170,121.059890
2018-04-24 23:38:24,2017-07-29 21:00:00,00:13:33:e1:c9:15,PLDTHOMEDSL,WPA2/WPA,-63,11,Baudtec,none,14.646100,121.060153
2018-04-24 23:38:29,2017-07-29 21:00:00,e0:8e:3c:21:45:ff,bayanDSLWIFI_45FF,WPA2/WPA,-63,11,AztechEl,none,14.646080,121.060200
2018-04-24 23:39:08,2017-07-29 21:00:00,48:00:33:62:97:e9,SKYMAGINHAWA,WPA2/WPA,-85,11,Technico,none,14.645897,121.060488
2018-04-24 22:04:04,2017-07-15 09:00:00,00:24:01:b8:d1:9d,FRANCISCO-PC_Network,WPA2,-66,6,D-Link,none,14.646795,121.060795
2018-04-24 23:04:50,2017-06-09 13:00:00,9c:a9:e4:9a:e3:bf,Sun Wi-Fi_9AE3BE,OPN,-57,11,Zte,none,14.646772,121.057208
2018-04-24 23:04:54,2017-06-09 13:00:00,00:13:33:d3:4b:09,PLDTHOMEDSL,WPA2/WPA,-70,2,Baudtec,none,14.646802,121.057212
2018-04-24 23:05:12,2017-06-09 13:00:00,90:61:0c:2e:a7:39,PLDTHOMEDSL42809,WPA2/WPA,-71,1,FidaInte,none,14.646990,121.057287
2018-04-24 23:12:42,2017-06-09 13:00:00,80:2a:a8:41:e9:d6,Wireless,WPA2,-80,11,Ubiquiti,none,14.646775,121.057940
2018-04-24 23:13:15,2017-06-09 13:00:00,0e:41:58:01:1d:a3,5GB/s-3,WPA2,-84,6,None,none,14.646695,121.058220
2018-04-24 23:35:30,2017-06-09 13:00:00,1c:74:0d:17:c9:a0,PLDTHOMEDSL29VC1,WPA2/WPA,-61,5,ZyxelCom,none,14.646172,121.058938
2018-04-24 23:37:06,2017-06-09 13:00:00,74:cc:39:ca:35:38,PLDTHOMEFIBRa3538,WPA2/WPA,-74,6,Fiberhom,none,14.646238,121.059530
2018-04-24 23:37:09,2017-06-09 13:00:00,bc:c0:0f:1f:c2:f0,PLDTHOMEFIBRfc2f0,WPA2/WPA,-73,9,Fiberhom,none,14.646235,121.059557
2018-04-24 23:38:27,2017-06-09 13:00:00,00:13:33:c0:57:33,PLDTHOMEDSL,WPA2/WPA,-70,11,Baudtec,none,14.646088,121.060182
2018-04-24 23:35:05,2017-03-03 15:00:00,d2:5b:a8:32:a2:7c,hartsopia,WPA2/WPA,-69,13,None,none,14.645913,121.058858
2018-04-24 22:21:00,2016-12-06 15:00:00,1c:74:0d:19:23:80,PLDTHOMEDSLADJLC,WPA2/WPA,-80,8,ZyxelCom,none,14.643027,121.059348
2018-04-24 22:08:54,2016-12-06 15:00:00,e6:8d:8c:8c:85:29,Globo-Associates,OPN,-73,6,None,none,14.644117,121.060983
2018-04-24 22:09:12,2016-12-06 15:00:00,e6:8d:8c:5a:8b:3d,PCSO,OPN,-63,6,None,none,14.643925,121.061065
2018-04-24 22:11:05,2016-12-06 15:00:00,f4:cf:e2:1f:f0:00,BYOD@Bayan,OPN,-69,11,Cisco,none,14.642985,121.060913
2018-04-24 22:11:05,2016-12-06 15:00:00,f4:cf:e2:1f:f0:02,Guest@Bayan,WPA,-69,11,Cisco,none,14.642985,121.060913
2018-04-24 22:11:05,2016-12-06 15:00:00,f4:cf:e2:1f:f0:01,WiFi@Bayan,WPA2/WPA,-69,11,Cisco,none,14.642985,121.060913
2018-04-24 23:13:26,2016-09-08 03:00:00,70:5a:9e:64:41:7e,b417B,WPA2/WPA,-73,1,Technico,none,14.646683,121.058300
2018-04-24 23:16:01,2016-02-27 15:00:00,94:a7:b7:26:48:d0,bayanDSLWIFI_48D0,WPA2/WPA,-65,4,Zte,none,14.645865,121.058760
2018-04-24 23:19:53,2016-02-27 15:00:00,e8:de:27:ca:84:28,TP-LINK_CA8428,WPA2/WPA,-71,4,Tp-LinkT,none,14.646005,121.058173
2018-04-24 23:17:29,2016-02-27 15:00:00,fc:b4:e6:4a:e2:16,SKYbroadbandE7D3,WPA2/WPA,-78,1,AskeyCom,none,14.646102,121.057852
2018-04-24 23:01:19,2013-03-11 22:00:00,54:04:a6:bd:7d:dc,MLO,WPA2/WPA,-65,10,AsustekC,none,14.645237,121.057303
 
Night,910
GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-04-24 22:21:00,2018-04-24 14:21:02.173418,48:db:50:1a:8d:de,JENAYA WIFI,WPA2/WPA,-91,9,HuaweiTe,none,14.643027,121.059348
2018-04-24 22:21:02,2018-04-24 14:21:02.518134,00:26:75:b7:80:99,Alex,WPA,-92,9,AztechEl,none,14.642980,121.059337
2018-04-24 22:21:04,2018-04-24 14:21:05.192080,78:c1:a7:01:f7:f4,ZTEH108N_2FB5A,WPA,-76,11,Zte,none,14.642940,121.059327
2018-04-24 22:21:03,2018-04-24 14:21:03.883675,88:d2:74:a9:ac:38,MCFH_WIFI,WPA,-88,10,Zte,none,14.642958,121.059330
2018-04-24 22:21:04,2018-04-24 14:21:04.751298,90:61:0c:16:ab:af,PLDTMyDSL_JAG,WPA2/WPA,-87,11,FidaInte,none,14.642940,121.059327
2018-04-24 22:21:04,2018-04-24 14:21:05.005214,00:24:01:ff:37:0a,xNonex,WPA2/WPA,-89,11,D-Link,none,14.642940,121.059327
2018-04-24 22:21:07,2018-04-24 14:21:07.935448,8e:79:67:8b:c4:f4,Smart Bro_8BC4F4,OPN,-77,13,None,none,14.642920,121.059320
2018-04-24 22:21:08,2018-04-24 14:21:08.572327,d2:5b:a8:32:85:85,Smart Bro_328585,WPA2/WPA,-80,13,None,none,14.642913,121.059318
2018-04-24 22:21:10,2018-04-24 14:21:10.820848,4c:81:20:97:46:38,PLDTHOMEDSL74638,WPA2,-75,1,TaicangT,none,14.642905,121.059315
2018-04-24 22:21:10,2018-04-24 14:21:10.843619,e6:9a:dc:88:52:9a,iPhone,WPA2,-88,1,None,none,14.642905,121.059315
2018-04-24 22:21:08,2018-04-24 14:21:09.426260,60:02:92:32:da:fb,a6edfc,WPA2/WPA,-87,1,Pegatron,none,14.642913,121.059318
2018-04-24 22:21:09,2018-04-24 14:21:09.833610,08:86:3b:5f:8d:1e,Malingap 1,WPA2/WPA,-89,1,BelkinIn,none,14.642908,121.059317
2018-04-24 22:21:09,2018-04-24 14:21:09.670045,70:9f:2d:a1:32:54,bayanDSLWiFi_3254,WPA2/WPA,-88,1,Zte,none,14.642908,121.059317
2018-04-24 22:21:09,2018-04-24 14:21:09.960346,34:ce:00:51:23:75,神,WPA2/WPA,-89,1,XiaomiEl,none,14.642908,121.059317
2018-04-24 22:21:11,2018-04-24 14:21:12.467447,88:3f:d3:06:89:b8,HUAWEI-Sy2f,WPA2/WPA,-84,179,HuaweiTe,none,14.642902,121.059313
2018-04-24 22:21:13,2018-04-24 14:21:14.333531,ac:f9:70:ec:85:00,MDQC,WPA2/WPA,-49,4,HuaweiTe,none,14.642892,121.059313
2018-04-24 22:21:15,2018-04-24 14:21:16.040499,9e:a9:e4:e0:a7:61,JAMS,WPA2/WPA,-76,6,None,none,14.642885,121.059313
2018-04-24 22:21:16,2018-04-24 14:21:17.099347,78:00:9e:2c:d7:7e,AndroidAP,WPA2,-88,6,SamsungE,none,14.642882,121.059315
2018-04-24 22:02:04,2018-04-24 14:02:04.741786,4c:5e:0c:a2:0c:3b,BaseOne,WPA2/WPA,-76,1,Routerbo,none,14.647062,121.060837
2018-04-24 22:03:22,2018-04-24 14:03:22.622930,e0:8e:3c:21:f2:cb,bayanDSLWIFI_F2CB,WPA2/WPA,-68,1,AztechEl,none,14.647043,121.060775
2018-04-24 22:02:08,2018-04-24 14:02:08.310736,f0:85:c1:8b:3f:6b,Roav_DashCam_3f6b,WPA2,-73,2,Shenzhen,none,14.647062,121.060835
2018-04-24 22:03:42,2018-04-24 14:03:42.812921,e0:8e:3c:22:44:ab,bayanDSLWIFI_44AB,WPA2/WPA,-78,4,AztechEl,none,14.646963,121.060787
2018-04-24 22:02:48,2018-04-24 14:02:48.648785,cc:06:77:e0:7c:90,xNonex,WPA2/WPA,-82,5,Fiberhom,none,14.647045,121.060800
2018-04-24 22:02:48,2018-04-24 14:02:48.886078,94:46:96:1e:9b:87,PLDTHOMEDSLW3WH0,WPA2/WPA,-91,5,Baudtec,none,14.647045,121.060800
2018-04-24 22:01:54,2018-04-24 14:01:55.899045,5c:f2:86:24:fb:6b,Mint,WPA2,-78,7,IeeeRegi,none,14.647032,121.060827
2018-04-24 22:01:54,2018-04-24 14:01:55.990568,f0:98:38:3e:25:fc,HUAWEI-xUKs,WPA2/WPA,-81,7,HuaweiTe,none,14.647032,121.060827
2018-04-24 22:03:32,2018-04-24 14:03:32.526031,e0:8e:3c:1f:e9:c3,PSCSEND-Office,WPA2/WPA,-70,10,AztechEl,none,14.647012,121.060780
2018-04-24 22:01:59,2018-04-24 14:01:59.949136,60:2e:20:01:d1:04,HUAWEI-2.4G-749t,WPA2/WPA,-90,10,HuaweiTe,none,14.647052,121.060835
2018-04-24 22:02:56,2018-04-24 14:02:57.012184,28:ff:3e:3d:de:9d,bayanDSLWIFI_DE9D,WPA2/WPA,-87,10,Zte,none,14.647040,121.060790
2018-04-24 22:02:18,2018-04-24 14:02:19.285183,58:f9:87:24:ef:14,Bluezoom Water Refilling,WPA2/WPA,-89,11,HuaweiTe,none,14.647062,121.060832
2018-04-24 22:02:18,2018-04-24 14:02:19.113306,98:e7:f5:69:22:85,B315_92285,WPA2/WPA,-87,11,HuaweiTe,none,14.647062,121.060832
2018-04-24 22:02:38,2018-04-24 14:02:39.005722,34:ba:9a:55:b6:dd,SmartBro_5B6DD,WPA2/WPA,-84,12,Asiatelc,none,14.647048,121.060817
2018-04-24 22:02:03,2018-04-24 14:02:04.322841,cc:06:77:63:37:90,Estivlings,WPA2/WPA,-90,1,Fiberhom,none,14.647060,121.060837
2018-04-24 22:02:23,2018-04-24 14:02:23.372702,00:e0:20:60:71:69,Estivlings_Ext 1,WPA2,-85,1,Tecnomen,none,14.647062,121.060830
2018-04-24 22:02:04,2018-04-24 14:02:04.755501,4e:5e:0c:a2:0c:3b,BaseOnev03,WPA2/WPA,-76,1,None,none,14.647062,121.060837
2018-04-24 22:02:25,2018-04-24 14:02:25.623774,3e:47:11:dc:38:c9,xNonex,WPA2/WPA,-58,1,None,none,14.647058,121.060830
2018-04-24 22:03:30,2018-04-24 14:03:30.452782,b0:c1:9e:49:f6:70,salt,WPA2/WPA,-84,8,Zte,none,14.647025,121.060782
2018-04-24 22:04:32,2018-04-24 14:04:32.674730,90:61:0c:2e:02:f3,PLDTHOMEDSL00755,WPA2/WPA,-81,11,FidaInte,none,14.646520,121.060842
2018-04-24 22:03:27,2018-04-24 14:03:27.605165,d6:ae:05:2e:78:51,AndroidAP,WPA2,-77,6,None,none,14.647040,121.060780
2018-04-24 22:03:37,2018-04-24 14:03:38.078175,e4:77:23:a5:9a:84,RMotel Bayan,WPA2/WPA,-73,13,Zte,none,14.646987,121.060790
2018-04-24 22:04:00,2018-04-24 14:04:01.141518,0e:41:58:00:9f:ef,Wireless-N ext 1,WPA,-70,3,None,none,14.646833,121.060783
2018-04-24 22:03:34,2018-04-24 14:03:35.005362,74:d0:2b:dc:aa:00,RMotel Router,WPA2/WPA,-75,11,AsustekC,none,14.647005,121.060783
2018-04-24 22:04:33,2018-04-24 14:04:33.656416,00:13:33:ea:87:f5,PLDTHOMEDSL,WPA2/WPA,-60,11,Baudtec,none,14.646508,121.060842
2018-04-24 22:04:23,2018-04-24 14:04:24.315005,90:f6:52:30:cb:26,For Programmer Only,WPA2/WPA,-70,6,Tp-LinkT,none,14.646622,121.060838
2018-04-24 22:04:32,2018-04-24 14:04:32.806618,90:61:0c:2e:02:f4,xNonex,WPA2/WPA,-82,11,FidaInte,none,14.646520,121.060842
2018-04-24 22:03:53,2018-04-24 14:03:53.856784,00:13:33:cf:5e:f8,PLDTHOMEDSL,WPA2/WPA,-88,11,Baudtec,none,14.646892,121.060777
2018-04-24 22:04:04,2018-04-24 14:04:05.091313,cc:79:cf:f2:e6:4a,Mitsubishi Wireless TV 055,OPN,-71,36,Shenzhen,none,14.646795,121.060795
2018-04-24 22:04:08,2018-04-24 14:04:09.299240,90:61:0c:3a:34:15,Friends,WPA2/WPA,-81,8,FidaInte,none,14.646750,121.060775
2018-04-24 22:04:15,2018-04-24 14:04:15.612726,9c:6f:52:35:10:66,Aji 3,WPA2/WPA,-87,1,Zte,none,14.646685,121.060800
2018-04-24 22:04:18,2018-04-24 14:04:18.796445,52:a7:2b:a0:58:6a,Bili ka sarili mong wifi,WPA2/WPA,-52,2,None,none,14.646663,121.060807
2018-04-24 22:04:16,2018-04-24 14:04:17.253305,e0:8e:3c:33:d8:ef,Aztech5068_3D8EF,WPA,-76,1,AztechEl,none,14.646678,121.060802
