GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-04-05 12:32:35,2018-04-03 13:58:01.507620,e8:b4:c8:f5:e9:1d,Bansoy ko,WPA2,-57,6,SamsungE,none,14.647365,121.052838
2018-04-05 12:32:34,2018-04-03 13:58:00.562506,68:7f:74:3b:ff:5b,StarExpress,WPA2/WPA,-81,6,Cisco-Li,none,14.647415,121.052822
2018-04-05 12:32:34,2018-04-03 13:58:00.587358,98:de:d0:c5:c6:e0,Blackhole,WPA2,-86,6,Tp-LinkT,none,14.647415,121.052822
2018-04-05 12:57:33,2018-04-03 14:23:00.435642,74:cc:39:bc:1d:88,PLDTHOMEFIBRc1d88,WPA2/WPA,-73,6,Fiberhom,none,14.647748,121.053117
2018-04-05 12:58:04,2018-04-03 14:23:31.834148,d4:6e:0e:8d:0c:96,DILG Kyusi,WPA2,-64,8,Tp-LinkT,none,14.646763,121.052363
2018-04-05 12:32:54,2018-04-03 13:58:20.901184,90:61:0c:2e:d7:fd,PLDTHOMEDSL_BlueTiger,WPA2/WPA,-75,10,FidaInte,none,14.646262,121.053720
2018-04-05 12:32:38,2018-04-03 13:58:04.977693,f2:98:38:07:d3:75,StarExpress,WPA2,-80,11,None,none,14.647255,121.052868
2018-04-05 12:32:39,2018-04-03 13:58:06.054146,cc:06:77:5f:10:08,PLDTHOMEFIBRf1008,WPA2/WPA,-83,11,Fiberhom,none,14.647212,121.052883
2018-04-05 12:32:39,2018-04-03 13:58:05.883221,f0:98:38:07:d3:74,SweetDelightsCafe,WPA2/WPA,-80,11,HuaweiTe,none,14.647212,121.052883
2018-04-05 12:32:39,2018-04-03 13:58:05.824672,bc:c0:0f:d2:cb:30,PLDTHOMEFIBR2cb30,WPA2/WPA,-85,11,Fiberhom,none,14.647212,121.052883
2018-04-05 12:32:41,2018-04-03 13:58:07.943404,cc:06:77:e1:2d:00,PLDTHOMEFIBR12d00,WPA2/WPA,-65,11,Fiberhom,none,14.647137,121.052915
2018-04-05 12:32:39,2018-04-03 13:58:06.194751,94:46:96:1e:7a:ad,VOICE,WPA2/WPA,-83,11,Baudtec,none,14.647212,121.052883
2018-04-05 12:32:44,2018-04-03 13:58:11.083967,f6:dc:f9:91:fe:95,HUAWEI-E5375-FE94,WPA2/WPA,-72,2,None,none,14.647023,121.052945
2018-04-05 12:32:44,2018-04-03 13:58:11.249371,a0:f3:c1:7c:33:2a,Jets Wi-Fi (Dont Touch!),WPA2,-76,1,Tp-LinkT,none,14.647023,121.052945
2018-04-05 12:32:46,2018-04-03 13:58:13.215274,08:23:b2:e3:c9:3e,vivo 1611,WPA2,-64,1,VivoMobi,none,14.646945,121.052965
2018-04-05 12:32:50,2018-04-03 13:58:17.009148,bc:66:41:80:80:e2,Comclark_AP,WPA2,-81,6,IeeeRegi,none,14.646768,121.053057
2018-04-05 12:32:48,2018-04-03 13:58:15.455121,cc:06:77:e4:3f:20,PLDTHOMEFIBR43f20,WPA2/WPA,-88,5,Fiberhom,none,14.646835,121.053035
2018-04-05 12:33:10,2018-04-03 13:58:36.855636,38:a2:8c:fb:5c:f1,Mitsubishi Wireless TV 809,OPN,-83,36,Shenzhen,none,14.645540,121.054213
2018-04-05 12:32:53,2018-04-03 13:58:19.960036,b8:ec:a3:44:d5:43,HEADWAY,WPA2/WPA,-82,8,ZyxelCom,none,14.646612,121.053145
2018-04-05 12:32:53,2018-04-03 13:58:19.575156,8c:eb:c6:cd:9a:67,B315_D9A67,WPA2/WPA,-91,8,HuaweiTe,none,14.646612,121.053145
2018-04-05 12:32:56,2018-04-03 13:58:22.450518,90:61:0c:26:38:d7,Ponce,WPA2,-69,11,FidaInte,none,14.646135,121.053837
2018-04-05 12:55:54,2018-04-03 14:21:21.081457,c0:56:27:90:c6:df,XolveInc,WPA2/WPA,-86,10,BelkinIn,none,14.647075,121.054568
2018-04-05 12:54:16,2018-04-03 14:19:43.478992,14:ab:f0:4c:ce:c0,ARRIS-CEC2,WPA2,-84,11,ArrisGro,none,14.645695,121.054265
2018-04-05 12:54:29,2018-04-03 14:19:56.339690,60:31:97:92:f6:cc,PLDTMyDSLBizF6CB0,WPA2/WPA,-52,13,ZyxelCom,none,14.645502,121.053833
2018-04-05 12:33:01,2018-04-03 13:58:28.185501,98:de:d0:7d:d5:34,PLDTHOMEDSLKING2,WPA2/WPA,-85,1,Tp-LinkT,none,14.645863,121.054022
