GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude,Persistence,Dates Seen
2018-04-13 13:44:07,2018-04-03 17:32:00.386299,cc:06:77:21:70:80,zab,WPA2/WPA,-63,7,Fiberhom,Fiber,14.647163,121.05773,36,"03/22/2018, 04/03/2018, 04/05/2018, 04/13/2018, 04/02/2018, 03/14/2018, 04/10/2018, "
2018-04-13 13:44:08,2018-04-03 17:32:01.850159,c8:93:46:48:50:5b,Think_48505B,WPA2,-63,7,Mxchip,Not an AP,14.647133,121.057795,22,"03/22/2018, 04/03/2018, 04/05/2018, 04/13/2018, "
2018-04-13 13:44:11,2018-04-03 17:32:04.505247,f0:98:38:07:87:c0,Globe-1899,WPA2/WPA,-87,9,HuaweiTe,Unidentified,14.647068,121.05797,1,"04/13/2018, "
2018-03-22 20:52:02.253321,2018-03-22 20:52:02.253321,90:61:0c:1f:a2:77,PLDTHOMEDSL,WPA2/WPA,-80,11,FidaInte,Broadband,14.646705,121.057285,7,"03/22/2018, 04/03/2018, 04/02/2018, 04/05/2018, "
2018-04-03 00:38:04.119800,2018-04-03 00:38:04.119800,00:13:33:fe:e4:28,PLDTHOMEDSL,WPA2/WPA,-81,1,Baudtec,Broadband,14.64657,121.057193,4,"04/10/2018, 03/22/2018, 04/02/2018, 04/03/2018, "
2018-04-05 14:10:54,2018-04-03 15:00:02.592928,28:ff:3e:3d:dd:31,bayanDSLWIFI_DD31,WPA2/WPA,-56,6,Zte,Broadband,14.646705,121.057233,16,"04/02/2018, 04/03/2018, 04/05/2018, 03/22/2018, 04/10/2018, "
2018-04-03 01:19:43.593540,2018-04-03 01:19:43.593540,82:2a:a8:41:e9:d6,upstairs,WPA2,-73,11,None,Unidentified,14.646795,121.058018,15,"04/02/2018, 04/03/2018, 04/05/2018, "
2018-04-05 12:49:25,2018-04-03 14:14:52.505737,c8:93:46:47:ad:f2,Think_47ADF2,WPA2,-71,6,Mxchip,Not an AP,14.646765,121.058053,18,"04/05/2018, 03/14/2018, 04/02/2018, 04/03/2018, 04/05/2018, 04/10/2018, "
2018-04-05 14:30:28,2018-04-03 15:19:36.761408,88:d2:74:86:cf:41,bayanDSLWIFI_CF41,WPA2/WPA,-64,6,Zte,Broadband,14.646775,121.058002,32,"04/03/2018, 04/05/2018, 04/02/2018, 04/03/2018, 03/22/2018, "
2018-04-05 13:41:40,2018-04-03 14:30:48.513909,00:13:33:e1:7d:fc,PLDTHOMEDSL,WPA2/WPA,-65,11,Baudtec,Broadband,14.646702,121.058093,31,"03/22/2018, 03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018, 04/13/2018, "
2018-04-05 14:18:35,2018-04-03 15:07:43.754224,3a:f7:3d:af:9d:04,xNonex,WPA2,-73,11,None,Unidentified,14.64678,121.058075,3,"04/05/2018, "
2018-03-22 21:30:07.115838,2018-03-22 21:30:07.115838,34:ba:9a:57:83:20,nativeman,WPA2,-93,6,Asiatelc,Unidentified,14.646623,121.05818,1,"03/22/2018, "
2018-04-02 00:46:26.198719,2018-04-02 00:46:26.198719,14:b7:f8:62:6d:80,Teslala,WPA2,-81,1,Technico,Unidentified,14.646777,121.058192,1,"04/02/2018, "
2018-04-02 00:46:27.082989,2018-04-02 00:46:27.082989,82:2a:a8:41:e8:2a,dining,WPA2,-92,1,None,Unidentified,14.646767,121.058217,1,"04/02/2018, "
2018-04-03 01:19:41.225537,2018-04-03 01:19:41.225537,1a:74:2e:bc:c2:22,xNonex,WPA2,-66,11,None,Unidentified,14.646742,121.058133,14,"04/02/2018, 04/03/2018, 04/05/2018, "
2018-04-03 00:34:19.684490,2018-04-03 00:34:19.684490,bc:c0:0f:7b:db:c0,FIBERHOME_bdbc0,WPA2/WPA,-76,1,Fiberhom,Fiber,14.646713,121.05825,6,"04/13/2018, 03/22/2018, 04/03/2018, 04/05/2018, "
2018-04-03 00:34:24.744326,2018-04-03 00:34:24.744326,90:61:0c:33:a6:ea,PLDTHOMEDSL42730,WPA2/WPA,-83,8,FidaInte,Broadband,14.646588,121.058563,12,"04/02/2018, 04/05/2018, 04/03/2018, "
2018-04-03 01:19:40.801642,2018-04-03 01:19:40.801642,f2:9f:c2:27:9d:b9,backyard,WPA2,-67,9,None,Unidentified,14.646715,121.058193,17,"04/02/2018, 04/03/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
2018-04-03 01:19:40.779618,2018-04-03 01:19:40.779618,f0:9f:c2:27:9d:b9,Wireless,WPA2,-67,9,Ubiquiti,Unidentified,14.646715,121.058193,20,"03/14/2018, 04/02/2018, 04/05/2018, 04/13/2018, 04/03/2018, 04/10/2018, "
2018-04-03 01:52:58.305572,2018-04-03 01:52:58.305572,cc:06:77:5c:bd:58,OSPLDT2_4G,WPA2/WPA,-60,7,Fiberhom,Fiber,14.646578,121.058208,28,"04/13/2018, 04/02/2018, 04/05/2018, 04/13/2018, 04/03/2018, 03/22/2018, 04/10/2018, "
2018-04-05 12:51:50,2018-04-03 14:17:16.850064,34:97:f6:5d:3b:d8,KAPE_GUEST,WPA2,-58,2,AsustekC,Unidentified,14.646752,121.058157,27,"04/03/2018, 04/05/2018, 04/13/2018, 03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, "
2018-04-05 14:10:13,2018-04-03 14:59:21.438165,fa:da:0c:3b:89:cd,DIRECT-s5-BRAVIA,WPA2,-83,6,None,Not an AP,14.646585,121.058498,3,"04/03/2018, 04/05/2018, "
2018-04-05 14:18:38,2018-04-03 15:07:46.598702,74:cc:39:97:e5:68,FIBERHOME_7e568,WPA2/WPA,-77,2,Fiberhom,Fiber,14.646698,121.058272,3,"04/13/2018, 04/02/2018, 04/05/2018, "
2018-04-02 00:46:40.085809,2018-04-02 00:46:40.085809,d4:a1:48:6e:37:88,B315_E3788,WPA2/WPA,-56,10,HuaweiTe,Unidentified,14.646578,121.058738,26,"04/13/2018, 04/03/2018, 04/05/2018, 04/02/2018, 04/10/2018, "
2018-04-03 01:19:33.956859,2018-04-03 01:19:33.956859,f0:98:38:07:78:bc,8386CGA,WPA2/WPA,-65,6,HuaweiTe,Unidentified,14.646567,121.05863,17,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018, 03/14/2018, 04/10/2018, "
2018-04-03 00:34:29.443651,2018-04-03 00:34:29.443651,34:ba:9a:56:97:5d,Icy_kaori,WPA2,-73,8,Asiatelc,Unidentified,14.646462,121.058842,3,"04/03/2018, "
2018-04-03 01:18:22.510273,2018-04-03 01:18:22.510273,34:ba:9a:55:c5:b6,xNonex,WPA2/WPA,-57,9,Asiatelc,Unidentified,14.646553,121.058632,30,"04/13/2018, 03/22/2018, 04/05/2018, 03/14/2018, 04/02/2018, 04/03/2018, 04/10/2018, "
2018-04-03 00:37:23.922220,2018-04-03 00:37:23.922220,00:21:29:9d:a8:2f,SpanishCoins,WPA2,-68,11,Cisco-Li,Unidentified,14.646445,121.058943,33,"04/13/2018, 03/22/2018, 04/03/2018, 04/05/2018, 03/14/2018, 04/02/2018, 04/10/2018, "
2018-04-03 01:18:29.468288,2018-04-03 01:18:29.468288,48:00:33:a7:e7:a1,SKYbroadbandE79E,WPA2/WPA,-61,1,Technico,Broadband,14.646487,121.058987,33,"04/05/2018, 03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018, 04/13/2018, 04/10/2018, "
2018-04-05 13:41:58,2018-04-03 14:31:07.380163,14:b7:f8:64:5d:e0,X Pulang Itlog,WPA2,-66,1,Technico,Unidentified,14.646398,121.058977,26,"04/03/2018, 04/05/2018, 03/22/2018, 04/02/2018, 04/03/2018, "
2018-04-05 14:18:46,2018-04-03 15:07:54.769397,f0:98:38:07:a6:4c,Armstrong,WPA2/WPA,-84,6,HuaweiTe,Unidentified,14.646495,121.058763,1,"04/05/2018, "
2018-04-10 18:06:33,2018-04-03 16:21:29.238205,bc:c0:0f:7b:94:f0,RKT DESIGN STUDIO,WPA2/WPA,-82,4,Fiberhom,Fiber,14.646398,121.058987,4,"04/10/2018, 04/05/2018, "
2018-04-13 13:44:46,2018-04-03 17:32:39.147592,14:ab:f0:4c:c1:b0,SpynetCafe,WPA2,-73,6,ArrisGro,Unidentified,14.646803,121.05893,16,"04/02/2018, 04/03/2018, 04/05/2018, 04/10/2018, 04/13/2018, 03/14/2018, "
2018-04-13 13:44:57,2018-04-03 17:32:50.560218,42:b8:9a:11:e4:f5,DIRECT-EP-BRAVIA,WPA2,-81,1,None,Not an AP,14.64645,121.058887,1,"04/13/2018, "
2018-04-02 00:46:48.415075,2018-04-02 00:46:48.415075,50:c7:bf:7a:fc:16,CH_spicy noodles private,WPA2,-69,2,Tp-LinkT,Unidentified,14.646455,121.059107,10,"03/14/2018, 04/05/2018, 04/10/2018, 04/13/2018, 04/02/2018, 04/03/2018, "
2018-04-03 00:34:44.988065,2018-04-03 00:34:44.988065,cc:06:77:d8:00:a0,PLDTHOMEFIBR800a0,WPA2/WPA,-86,7,Fiberhom,Fiber,14.646377,121.059267,4,"04/02/2018, 04/03/2018, 04/05/2018, "
2018-04-03 01:18:31.198486,2018-04-03 01:18:31.198486,50:09:59:85:c1:e9,SKYbroadbandC1E6,WPA2/WPA,-92,1,Technico,Broadband,14.646467,121.059078,1,"04/03/2018, "
2018-04-05 12:49:51,2018-04-03 14:15:18.990670,18:de:d7:34:48:5c,TOBY2,WPA2/WPA,-89,11,HuaweiTe,Unidentified,14.646362,121.059222,3,"04/05/2018, 04/03/2018, "
2018-04-02 00:47:52.015791,2018-04-02 00:47:52.015791,f0:98:38:3e:25:fc,HUAWEI-xUKs,WPA2/WPA,-77,6,HuaweiTe,Unidentified,14.646783,121.060823,3,"04/13/2018, 04/02/2018, 04/05/2018, "
2018-04-05 14:31:54,2018-04-03 15:21:02.729051,c0:7e:40:73:20:c4,PT&T Fiber,WPA2/WPA,-87,11,Shenzhen,Unidentified,14.646408,121.060977,1,"04/05/2018, "
2018-04-05 14:31:58,2018-04-03 15:21:06.486109,e0:8e:3c:22:44:ab,bayanDSLWIFI_44AB,WPA2/WPA,-82,2,AztechEl,Broadband,14.646572,121.06092,1,"04/05/2018, "
2018-04-05 14:32:11,2018-04-03 15:21:19.801117,34:ba:9a:55:b6:dd,SmartBro_5B6DD,WPA2/WPA,-63,9,Asiatelc,Unidentified,14.646793,121.061137,1,"04/05/2018, "
2018-04-02 00:23:44.493861,2018-04-02 00:23:44.493861,e0:8e:3c:2f:3e:6d,bayanDSLWIFI_3E6D,WPA2/WPA,-61,1,AztechEl,Broadband,14.646288,121.057252,22,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018, 04/10/2018, 04/13/2018, "
2018-04-02 00:23:48.079378,2018-04-02 00:23:48.079378,08:10:74:62:0f:1e,Youre an Idiot,WPA2/WPA,-61,6,None,Unidentified,14.646178,121.05724,17,"04/05/2018, 04/10/2018, 03/22/2018, 04/02/2018, 04/05/2018, 04/13/2018, "
2018-04-05 12:52:58,2018-04-03 14:18:25.482980,c0:a0:bb:12:90:a4,linkanddie,WPA2/WPA,-66,10,D-LinkIn,Unidentified,14.64633,121.057267,6,"04/05/2018, 03/22/2018, 04/02/2018, 04/05/2018, 04/10/2018, "
2018-04-05 12:52:58,2018-04-03 14:18:25.385123,cc:06:77:22:75:c0,Red_PLDT_2.4gHz,WPA2/WPA,-65,11,Fiberhom,Fiber,14.64633,121.057267,7,"03/22/2018, 04/05/2018, 04/02/2018, 04/10/2018, "
2018-04-05 12:53:01,2018-04-03 14:18:28.231807,00:13:33:d6:2b:cb,PLDTHOMEDSL,WPA2/WPA,-68,11,Baudtec,Broadband,14.64617,121.057267,12,"04/02/2018, 04/05/2018, 03/22/2018, 04/02/2018, 04/10/2018, "
2018-04-05 13:14:41,2018-04-03 14:40:08.542673,00:1b:2f:5e:54:c0,NETGEAR,WEP,-74,11,Netgear,Unidentified,14.646098,121.05752,3,"04/05/2018, 04/10/2018, 04/13/2018, "
2018-04-05 13:14:44,2018-04-03 14:40:11.651235,00:13:33:fe:42:5c,PLDTHOMEDSL,WPA2/WPA,-90,1,Baudtec,Broadband,14.646092,121.057655,1,"04/05/2018, "
2018-04-10 17:49:29,2018-04-03 16:04:25.277019,5c:54:6d:43:78:9c,VILL99,WPA2/WPA,-67,4,HuaweiTe,Unidentified,14.646125,121.057382,16,"03/22/2018, 04/10/2018, 04/02/2018, 04/05/2018, 04/13/2018, "
2018-04-10 17:58:10,2018-04-03 16:13:06.626923,cc:06:77:23:06:e8,PLDTHOMEFIBR306e8,WPA2/WPA,-61,10,Fiberhom,Fiber,14.646087,121.057653,9,"03/22/2018, 04/02/2018, 04/05/2018, 04/10/2018, 04/13/2018, "
2018-04-10 17:58:10,2018-04-03 16:13:06.959004,00:13:33:df:9b:c2,PLDTHOMEDSL,WPA2/WPA,-83,11,Baudtec,Broadband,14.646087,121.057653,2,"04/10/2018, 04/13/2018, "
2018-04-10 18:03:36,2018-04-03 16:18:32.406114,90:61:0c:3a:43:1c,PLDTHOMEDSL17180,WPA2/WPA,-73,1,FidaInte,Broadband,14.646242,121.057602,3,"04/10/2018, 04/13/2018, "
2018-04-10 18:03:29,2018-04-03 16:18:26.065185,00:1f:fb:ac:3e:9d,AJ_Ginny Network,WPA2,-86,10,GreenPac,Mobile broadband,14.646183,121.057285,2,"04/10/2018, 04/13/2018, "
2018-04-05 13:14:52,2018-04-03 14:40:19.458901,bc:c0:0f:20:1b:00,Network_Unavailable,WPA2/WPA,-68,6,Fiberhom,Fiber,14.645978,121.058098,10,"04/02/2018, 04/05/2018, 04/10/2018, 04/13/2018, "
2018-04-05 13:14:47,2018-04-03 14:40:14.101472,88:d7:f6:a6:38:34,PLDTMyDSL-RFamily_RPT,WPA2,-70,2,AsustekC,Broadband,14.646067,121.057823,4,"04/05/2018, 04/10/2018, 04/13/2018, "
2018-04-05 13:14:45,2018-04-03 14:40:12.313947,cc:06:77:5e:61:e8,PLDTHOMEFIBRe61e8,WPA2/WPA,-71,1,Fiberhom,Fiber,14.646082,121.057698,3,"03/22/2018, 04/05/2018, 04/13/2018, "
2018-04-05 13:14:46,2018-04-03 14:40:13.926799,4c:81:20:f3:b0:d4,PLDTMyDSL-RFamily,WPA2,-82,2,TaicangT,Broadband,14.646075,121.05776,2,"04/05/2018, 04/10/2018, "
2018-04-05 13:14:49,2018-04-03 14:40:16.767966,46:d2:44:4e:55:73,DIRECT-444ED573,WPA2,-83,4,None,Unidentified,14.646035,121.057932,3,"04/05/2018, 04/10/2018, 04/13/2018, "
2018-04-05 13:14:52,2018-04-03 14:40:19.189966,aa:6b:ad:5e:b8:8d,DIRECT-W4-BRAVIA,WPA2,-83,11,None,Not an AP,14.645978,121.058098,1,"04/05/2018, "
2018-04-10 17:56:13,2018-04-03 16:11:09.481519,bc:c0:0f:7b:d7:08,lukedior,WPA2/WPA,-39,9,Fiberhom,Fiber,14.646182,121.05769,16,"03/22/2018, 04/02/2018, 04/05/2018, 04/10/2018, 04/13/2018, "
2018-04-10 18:03:39,2018-04-03 16:18:35.241694,94:a7:b7:3c:f9:77,bayanDSLWIFI_F977,WPA2/WPA,-65,2,Zte,Broadband,14.646237,121.057773,7,"04/10/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
2018-04-10 18:03:38,2018-04-03 16:18:34.257940,fc:75:16:99:d7:b4,dlink1,WPA2/WPA,-80,2,D-LinkIn,Unidentified,14.646242,121.057715,3,"04/10/2018, "
2018-04-10 17:56:17,2018-04-03 16:11:13.520500,4c:81:20:f3:b0:d3,Oplan Double Barrel,WPA2,-80,10,TaicangT,Unidentified,14.646137,121.057925,2,"04/05/2018, 04/10/2018, "
2018-04-13 13:45:27,2018-04-03 17:33:20.486059,78:58:60:61:5e:4c,HUAWEI-D7e2,WPA2/WPA,-92,11,HuaweiTe,Unidentified,14.646173,121.057795,1,"04/13/2018, "
2018-04-05 13:14:55,2018-04-03 14:40:22.340102,80:16:f9:b4:52:82,ZGMF-X20A,WPA2,-84,8,None,Unidentified,14.645952,121.05824,4,"04/10/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
2018-04-05 13:14:53,2018-04-03 14:40:20.352588,84:16:f9:b4:52:82,Zero Requiem,WPA2,-84,8,Tp-LinkT,Unidentified,14.645968,121.058152,4,"04/10/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
2018-04-05 13:14:58,2018-04-03 14:40:25.235645,68:7f:74:d2:13:7e,C Home,WPA2/WPA,-74,11,Cisco-Li,Unidentified,14.645913,121.0584,7,"04/05/2018, 04/10/2018, 04/13/2018, "
2018-04-10 18:03:46,2018-04-03 16:18:42.711360,4c:f9:5d:85:a1:d4,vsaquino,WPA2/WPA,-59,8,HuaweiTe,Unidentified,14.646107,121.058245,5,"04/10/2018, 04/13/2018, "
2018-04-10 18:03:48,2018-04-03 16:18:44.735217,88:3f:d3:06:4e:d0,Casa Isha,WPA2/WPA,-73,9,HuaweiTe,Unidentified,14.646063,121.058395,12,"03/22/2018, 04/05/2018, 04/10/2018, 04/13/2018, "
2018-04-10 18:03:46,2018-04-03 16:18:43.425042,38:d8:2f:2b:f5:ec,bayanDSLWiFi_F5EC,WPA2/WPA,-70,10,Zte,Broadband,14.646107,121.058245,4,"04/05/2018, 04/10/2018, "
2018-04-10 17:49:16,2018-04-03 16:04:12.633924,90:61:0c:37:67:ee,Ragnarok,WPA2/WPA,-60,11,FidaInte,Unidentified,14.645952,121.058247,10,"04/10/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
2018-04-10 17:56:22,2018-04-03 16:11:18.745532,d0:b2:c4:46:9b:7f,SKYbroadband9B7C,WPA2/WPA,-68,1,Technico,Broadband,14.646063,121.058227,5,"04/10/2018, 04/13/2018, "
2018-04-10 17:56:23,2018-04-03 16:11:20.151300,00:13:33:fc:cd:fa,PLDTHOMEDSL,WPA2/WPA,-83,3,Baudtec,Broadband,14.646047,121.058287,2,"04/10/2018, 04/13/2018, "
2018-04-10 18:03:45,2018-04-03 16:18:41.419537,08:95:2a:5e:2e:b2,SKYbroadbandCECB,WPA2/WPA,-84,6,Technico,Broadband,14.64613,121.058172,4,"04/10/2018, 04/13/2018, "
2018-04-13 13:45:15,2018-04-03 17:33:08.802905,94:a7:b7:3c:ff:ff,arravanqc,WPA2/WPA,-69,1,Zte,Unidentified,14.64591,121.05858,5,"04/05/2018, 04/13/2018, 04/10/2018, "
2018-04-13 13:45:19,2018-04-03 17:33:12.369824,88:e3:ab:0f:f9:f4,JD,WPA2/WPA,-82,6,HuaweiTe,Unidentified,14.646012,121.05833,1,"04/13/2018, "
2018-04-10 17:57:45,2018-04-03 16:12:41.578972,7c:11:cb:6e:fe:af,Ramiyanarasam,WPA2/WPA,-59,5,HuaweiTe,Unidentified,14.646017,121.058855,16,"03/14/2018, 04/05/2018, 04/13/2018, 04/03/2018, 04/10/2018, "
2018-04-10 17:57:36,2018-04-03 16:12:32.252661,b4:2a:0e:29:fe:25,SKYbroadbandFE22,WPA2,-62,1,Technico,Broadband,14.646323,121.058972,35,"04/03/2018, 04/05/2018, 03/14/2018, 04/03/2018, 03/22/2018, 04/02/2018, 04/13/2018, 04/10/2018, "
2018-04-13 13:45:07,2018-04-03 17:33:00.849473,00:02:6f:a8:9d:ec,Leona -Art Restaurant,WPA,-77,11,SenaoInt,Phone,14.64597,121.058828,9,"04/10/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
2018-03-14 13:30:22.498197,2018-03-14 13:30:22.498197,00:13:33:fa:b9:f7,PLDTHOMEDSL,WPA2/WPA,-85,1,Baudtec,Broadband,14.64631,121.059222,4,"04/10/2018, 03/14/2018, 04/05/2018, "
2018-04-03 01:18:40.404157,2018-04-03 01:18:40.404157,cc:06:77:60:25:f0,NEBRIJA PLDT WIFI,WPA2,-79,7,Fiberhom,Fiber,14.64633,121.059478,3,"03/14/2018, 03/22/2018, 04/03/2018, "
2018-04-03 01:18:40.458634,2018-04-03 01:18:40.458634,cc:06:77:60:25:f1,NEBRIJA PLDT WIFI,WPA2,-75,7,Fiberhom,Fiber,14.64633,121.059478,3,"03/14/2018, 03/22/2018, 04/03/2018, "
2018-04-05 12:51:24,2018-04-03 14:16:51.434297,f0:98:38:07:ce:cc,HUAWEI-sJ8b,WPA2/WPA,-60,9,HuaweiTe,Unidentified,14.646345,121.05929,39,"04/03/2018, 04/05/2018, 03/14/2018, 04/02/2018, 04/13/2018, 04/03/2018, 04/10/2018, 03/22/2018, "
2018-04-05 14:19:01,2018-04-03 15:08:10.000251,f0:98:38:3e:1f:34,UITC-OFFICE,WPA2/WPA,-63,4,HuaweiTe,Unidentified,14.646288,121.059463,20,"04/03/2018, 03/22/2018, 04/03/2018, 04/05/2018, "
