GPS Time,LastUpdt(WDB),MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude,Box No.,Box Time,Box Speed,Box Traversal,Persistence,Dates Seen
2018-03-14 13:31:34.810125,2017-07-29 21:00:00,d0:03:4b:d7:9c:e8,Joseph Carmelos Wi-Fi Network,WPA2,-62,11,Apple,Phone,14.644777,121.06096,46,91,16.5155326108,9,13,"04/05/2018, 03/14/2018, 04/03/2018, 04/05/2018, "
2018-03-14 13:31:33.537351,2017-07-29 21:00:00,94:46:96:16:11:b9,PLDTHOMEDSL4T4K0,WPA2/WPA,-78,11,Baudtec,Broadband,14.64485,121.060953,46,91,16.5155326108,9,14,"04/10/2018, 04/05/2018, 03/14/2018, 04/03/2018, 04/10/2018, "
2018-04-03 01:51:45.939100,2018-02-16 10:00:00,e0:8e:3c:1f:f5:73,Cura,WPA2/WPA,-66,10,AztechEl,Unidentified,14.644883,121.060933,46,91,16.5155326108,9,13,"04/03/2018, 04/05/2018, 03/14/2018, 04/03/2018, "
2018-04-03 01:51:01.587433,2018-02-16 10:00:00,00:13:33:f4:45:9f,PLDTHOMEDSLMIRANDA,WPA2/WPA,-56,5,Baudtec,Broadband,14.644945,121.06096,46,91,16.5155326108,9,10,"04/05/2018, 04/03/2018, 04/05/2018, "
2018-04-05 14:08:57,2018-02-16 10:00:00,00:13:33:da:f9:62,PLDTHOMEDSL,WPA2/WPA,-71,6,Baudtec,Broadband,14.644755,121.060973,46,91,16.5155326108,9,15,"04/05/2018, 04/03/2018, 04/05/2018, "
2018-04-05 14:20:53,2018-02-16 10:00:00,18:d6:c7:48:32:4c,Bawal Dito!,WPA2/WPA,-81,1,Tp-LinkT,Unidentified,14.644588,121.060975,46,91,16.5155326108,9,7,"04/05/2018, 04/03/2018, 04/05/2018, "
2018-04-10 17:47:46,2018-02-16 10:00:00,88:d2:74:86:bf:9c,bayanDSLWIFI_BF9C,WPA2/WPA,-70,1,Zte,Broadband,14.644255,121.060332,53,46,12.3673189385,4,28,"04/10/2018, 03/22/2018, 04/05/2018, 04/10/2018, 04/03/2018, "
2018-04-03 02:05:15.932279,2018-02-16 10:00:00,94:46:96:1f:ef:be,PLDTHOMEDSLURUW0,WPA2/WPA,-53,5,Baudtec,Broadband,14.644238,121.060898,54,125,2.65545310588,3,29,"04/05/2018, 04/03/2018, 04/05/2018, 03/14/2018, 04/10/2018, "
2018-04-10 18:04:51,2018-02-16 10:00:00,cc:06:77:21:02:b0,xNonex,WPA2/WPA,-53,11,Fiberhom,Fiber,14.644342,121.06083,54,125,2.65545310588,3,18,"04/03/2018, 04/05/2018, 04/10/2018, 03/14/2018, 04/03/2018, "
2018-04-10 18:05:33,2018-02-16 10:00:00,f0:98:38:9f:a6:e4,AG wifi,WPA2/WPA,-75,1,HuaweiTe,Unidentified,14.644235,121.060707,54,125,2.65545310588,3,13,"04/05/2018, 03/14/2018, 04/03/2018, 04/05/2018, 04/10/2018, "
2018-04-03 00:35:35.307048,2018-02-16 10:00:00,94:46:96:19:2a:3e,PLDTHOMEDSLNFNQ0,WPA2/WPA,-42,1,Baudtec,Broadband,14.644538,121.060995,55,113,5.50329090429,6,26,"04/03/2018, 04/05/2018, 03/14/2018, 04/03/2018, 04/10/2018, "
2018-04-05 14:08:34,2018-02-16 10:00:00,74:4a:a4:79:08:14,ILikeWarmHugs,WPA2/WPA,-56,3,Zte,Unidentified,14.644298,121.061032,55,113,5.50329090429,6,8,"04/05/2018, "
2018-03-14 13:32:08.765919,2016-12-06 15:00:00,e6:8d:8c:8c:85:29,Globo-Associates,OPN,-75,6,None,Unidentified,14.644017,121.061003,63,31,19.8613244634,3,2,"03/14/2018, "
2018-04-03 02:04:50.949634,2018-02-16 10:00:00,00:0b:86:f2:fb:02,xNonex,OPN,-72,11,ArubaNet,Unidentified,14.643675,121.06101,63,31,19.8613244634,3,11,"04/10/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
2018-04-03 02:04:50.925479,2018-02-16 10:00:00,00:0b:86:f2:fb:00,Bayan Guest,OPN,-73,11,ArubaNet,Unidentified,14.643675,121.06101,63,31,19.8613244634,3,11,"04/10/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
2018-04-03 02:05:07.499854,2018-02-16 10:00:00,00:0b:86:f2:fa:a0,Bayan Guest,OPN,-64,11,ArubaNet,Unidentified,14.644002,121.060945,63,31,19.8613244634,3,11,"04/10/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
2018-04-03 02:04:50.937872,2018-02-16 10:00:00,00:0b:86:f2:fb:01,xNonex,WPA,-72,11,ArubaNet,Unidentified,14.643675,121.06101,63,31,19.8613244634,3,11,"04/10/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
2018-04-03 02:05:01.825095,2018-02-16 10:00:00,e4:8d:8c:5a:8b:3b,GloboAsiatico,WPA2,-62,6,Routerbo,Unidentified,14.643912,121.060965,63,31,19.8613244634,3,4,"03/14/2018, 04/03/2018, 04/05/2018, "
2018-04-03 02:05:01.842228,2018-02-16 10:00:00,e6:8d:8c:5a:8b:3b,Globo-Associates,OPN,-65,6,None,Unidentified,14.643912,121.060965,63,31,19.8613244634,3,4,"03/14/2018, 04/03/2018, 04/05/2018, "
2018-04-03 02:05:02.559446,2016-12-06 15:00:00,e6:8d:8c:5a:8b:3d,PCSO,OPN,-63,6,None,Unidentified,14.643928,121.060962,63,31,19.8613244634,3,5,"03/14/2018, 04/03/2018, 04/05/2018, "
2018-04-03 02:05:07.777215,2018-02-16 10:00:00,00:0b:86:f2:fa:a2,xNonex,OPN,-59,11,ArubaNet,Unidentified,14.644002,121.060945,63,31,19.8613244634,3,8,"04/10/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
2018-04-03 02:05:08.301197,2018-02-16 10:00:00,00:0b:86:f2:fa:a1,xNonex,WPA,-62,11,ArubaNet,Unidentified,14.644002,121.060945,63,31,19.8613244634,3,9,"04/10/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
2018-03-14 13:32:14.320057,2018-02-16 10:00:00,18:60:24:0b:31:da,DIRECT-D9-HP OfficeJet Pro 8720,WPA2,-60,11,HewlettP,Not an AP,14.643642,121.061038,71,23,22.9048194679,3,11,"04/03/2018, 04/05/2018, 03/14/2018, 04/03/2018, "
2018-03-14 13:32:20.891983,2018-02-16 10:00:00,38:d8:2f:2b:d8:7c,bayanDSLWiFi_D87C,WPA2/WPA,-79,4,Zte,Broadband,14.64327,121.06108,71,23,22.9048194679,3,5,"04/05/2018, 03/14/2018, 04/03/2018, "
2018-04-03 02:04:41.847697,2018-02-16 10:00:00,f4:cf:e2:32:db:02,Guest@Bayan,OPN,-69,6,Cisco,Unidentified,14.643277,121.060973,71,23,22.9048194679,3,3,"03/14/2018, 04/03/2018, 04/05/2018, "
2018-04-03 02:04:42.529567,2018-02-16 10:00:00,f4:cf:e2:32:db:00,BYOD@Bayan,OPN,-68,6,Cisco,Unidentified,14.643315,121.060968,71,23,22.9048194679,3,4,"03/14/2018, 04/03/2018, 04/05/2018, "
2018-04-03 02:02:09.637433,2016-12-06 15:00:00,1c:74:0d:19:23:80,PLDTHOMEDSLADJLC,WPA2/WPA,-61,8,ZyxelCom,Broadband,14.642812,121.058955,74,29,18.4368556192,3,7,"03/14/2018, 03/22/2018, 04/03/2018, "
2018-04-03 02:02:46.320275,2018-02-16 10:00:00,44:d9:e7:fa:02:ea,Social Weather Stations,WPA2,-79,6,Ubiquiti,Unidentified,14.642885,121.060207,77,61,18.4514312122,4,5,"04/03/2018, 04/05/2018, 03/14/2018, "
2018-03-14 13:32:33.896112,2016-12-06 15:00:00,f4:cf:e2:1f:f0:02,Guest@Bayan,OPN,-64,11,Cisco,Unidentified,14.642998,121.060865,78,19,24.1725150504,3,4,"03/14/2018, 04/03/2018, 04/05/2018, "
