First Seen,MAC,SSID,Encryption,RSSI,Channel,Latitude,Longitude
2018-04-24 22:09:12,00:0b:86:f2:fa:b0,Bayan Guest,[ESS],-85,5580,14.64385506,121.06106797
2018-04-24 22:09:12,00:0b:86:f2:fa:b2,,[ESS],-87,5580,14.64385506,121.06106797
2018-04-24 22:09:20,e6:8d:8c:5a:8b:3d,PCSO,[ESS],-70,6,14.6437718,121.0610541
2018-04-24 22:10:08,88:3f:d3:06:6e:c0,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-73,10,14.6432973,121.06112464
2018-04-24 22:09:20,00:0b:86:f2:fb:10,Bayan Guest,[ESS],-82,124,14.6437718,121.0610541
2018-04-24 22:09:20,00:0b:86:f2:fb:12,,[ESS],-82,124,14.6437718,121.0610541
2018-04-24 22:09:20,00:0b:86:f2:fa:b1,,[WPA-EAP-TKIP][ESS],-87,5580,14.6437718,121.0610541
2018-04-24 22:09:20,e6:8d:8c:5a:8b:3c,Globo-Guest,[ESS],-70,6,14.6437718,121.0610541
2018-04-24 22:09:44,38:d8:2f:2b:d8:7c,bayanDSLWiFi_D87C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-69,9,14.6435887,121.06106911
2018-04-24 22:10:16,c8:b5:ad:c9:76:60,MPW WI-FI,[WPA2-PSK-CCMP][ESS],-79,6,14.64323236,121.06116502
2018-04-24 22:09:44,c8:b5:ad:c9:76:61,MPW GUEST WI-FI,[ESS],-81,6,14.6435887,121.06106911
2018-04-24 22:09:40,e6:8d:8c:5a:8b:3e,,[WPA-EAP+PSK-CCMP+TKIP][WPA2-EAP+PSK-CCMP+TKIP][ESS],-75,6,14.64362308,121.06105979
2018-04-24 22:09:28,c8:b5:ad:d2:1a:60,MPW WI-FI,[WPA2-PSK-CCMP][ESS],-78,1,14.64370251,121.06105396
2018-04-24 22:09:28,c8:b5:ad:d2:1a:61,MPW GUEST WI-FI,[ESS],-78,1,14.64370251,121.06105396
2018-04-24 22:09:44,f4:cf:e2:32:db:01,WiFi@Bayan,[WPA-EAP-CCMP][WPA2-EAP-CCMP-preauth][ESS],-78,6,14.6435887,121.06106911
2018-04-24 22:09:32,50:09:59:85:97:b5,SocialWeatherStations2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-86,1,14.64368374,121.06106301
2018-04-24 22:11:44,36:69:87:0f:66:51,PATIS,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-60,1,14.64300833,121.06053207
2018-04-24 22:09:56,a0:10:81:22:b4:45,BM9o-S2Vuem8,[ESS],-76,11,14.64345315,121.0610922
2018-04-24 22:10:12,18:a6:f7:76:32:a6,RBGM Sales Department,[WPA2-PSK-CCMP][WPS][ESS],-70,9,14.64326454,121.06115229
2018-04-24 22:09:56,b0:47:bf:12:c3:b4,AndroidAP,[WPA2-PSK-CCMP][ESS],-70,11,14.64345315,121.0610922
2018-04-24 22:09:48,f4:cf:e2:32:db:02,Guest@Bayan,[WPA-PSK-CCMP][ESS],-72,6,14.64353753,121.06110064
2018-04-24 22:09:48,f2:9f:c2:3e:d6:40,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-80,149,14.64353753,121.06110064
2018-04-24 22:09:48,02:9f:c2:3e:d6:40,SWS Guest,[WPA2-PSK-CCMP][ESS],-80,149,14.64353753,121.06110064
2018-04-24 22:09:48,12:9f:c2:3e:d6:40,,[WPA2-PSK-CCMP][ESS],-81,149,14.64353753,121.06110064
2018-04-24 22:09:48,f4:cf:e2:32:db:00,BYOD@Bayan,[ESS],-73,6,14.64353753,121.06110064
2018-04-24 22:09:52,f4:cf:e2:32:df:12,Guest@Bayan,[WPA-PSK-CCMP][ESS],-84,1,14.64350554,121.0610912
2018-04-24 22:09:52,f4:cf:e2:32:df:11,WiFi@Bayan,[WPA-EAP-CCMP][WPA2-EAP-CCMP-preauth][ESS],-84,1,14.64350554,121.0610912
2018-04-24 22:09:52,f0:9f:c2:3d:d6:40,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-86,6,14.64350554,121.0610912
2018-04-24 22:10:40,02:9f:c2:3d:d6:40,,[WPA2-PSK-CCMP][ESS],-82,6,14.64305633,121.06107753
2018-04-24 22:09:52,f2:9f:c2:3d:d6:40,SWS Guest,[WPA2-PSK-CCMP][ESS],-88,6,14.64350554,121.0610912
2018-04-24 22:09:52,f4:cf:e2:32:df:10,BYOD@Bayan,[ESS],-84,1,14.64350554,121.0610912
2018-04-24 22:10:00,b0:47:bf:12:c4:1a,AndroidAP,[WPA2-PSK-CCMP][ESS],-62,1,14.64338213,121.06111479
2018-04-24 22:10:36,10:7b:44:55:ce:a0,WCC Flight Attendand Wifi,[WPA2-PSK-CCMP][WPS][ESS],-74,6,14.64305452,121.06111238
2018-04-24 22:11:20,f2:9f:c2:d7:12:5b,SWS Guest,[WPA2-PSK-CCMP][ESS],-71,1,14.64302446,121.06075113
2018-04-24 22:11:44,02:9f:c2:d7:12:5b,,[WPA2-PSK-CCMP][ESS],-65,1,14.64300833,121.06053207
2018-04-24 22:28:01,e4:8d:8c:fd:52:3d,BioNormalizer Corp ,[ESS],-84,104,14.64107535,121.05815397
2018-04-24 22:12:21,44:d9:e7:fa:02:ea,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-73,6,14.64293499,121.06022241
2018-04-24 22:10:50,a0:f3:c1:c1:01:dc,RBGM-2nd Floor,[WPA2-PSK-CCMP][ESS],-73,9,14.64301657,121.06101395
2018-04-24 22:10:12,f4:cf:e2:32:db:0d,Guest@Bayan,[WPA-PSK-CCMP][ESS],-91,36,14.64326454,121.06115229
2018-04-24 22:11:48,56:d9:e7:fa:02:ea,,[WPA2-PSK-CCMP][ESS],-79,6,14.64299155,121.06049367
2018-04-24 22:11:36,46:d9:e7:fa:02:ea,SWS Guest,[WPA2-PSK-CCMP][ESS],-80,6,14.64302371,121.06059972
2018-04-24 22:11:04,00:26:75:ac:36:2b,bayanDSLWiFi_362B,[WPA-PSK-TKIP][WPA2-PSK-TKIP][WPS][ESS],-68,13,14.64302008,121.06089707
2018-04-24 22:10:16,f4:cf:e2:32:db:0e,WiFi@Bayan,[WPA-EAP-CCMP][WPA2-EAP-CCMP-preauth][ESS],-88,36,14.64323236,121.06116502
2018-04-24 22:11:12,f0:9f:c2:3d:d6:36,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-77,1,14.64301751,121.06084291
2018-04-24 22:11:12,f2:9f:c2:3d:d6:36,SWS Guest,[WPA2-PSK-CCMP][ESS],-82,1,14.64301751,121.06084291
2018-04-24 22:11:24,f4:cf:e2:1f:f0:0f,BYOD@Bayan,[ESS],-77,60,14.64302321,121.06070856
2018-04-24 22:12:00,08:86:3b:30:9d:d0,PMMG2,[WPA-PSK-CCMP][WPS][ESS],-67,4,14.6429381,121.06040267
2018-04-24 22:10:28,51502_30232_210439890,Globe,HSPA;ph,-75,0,14.64313637,121.06116955
2018-04-24 22:10:32,cc:06:77:6f:1c:c8,PLDTHOMEFIBRf1cc8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-84,1,14.64309908,121.06115178
2018-04-24 22:10:36,a0:f3:c1:56:d7:da,RBGM Training Room,[WPA2-PSK-CCMP][ESS],-82,9,14.64305452,121.06111238
2018-04-24 22:10:48,a0:f3:c1:c1:01:b4,RBGM-Reception,[WPA2-PSK-CCMP][ESS],-72,2,14.64302804,121.06103076
2018-04-24 22:10:48,14:91:82:bb:20:75,RBGM VIP 5GHz,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-83,36,14.64302804,121.06103076
2018-04-24 22:10:48,14:91:82:bb:20:74,RBGM VIP,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-81,11,14.64302804,121.06103076
2018-04-24 22:10:48,cc:06:77:6f:1c:cc,PLDTHOMEFIBR5Gf1cc8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-90,36,14.64302804,121.06103076
2018-04-24 22:10:48,60:e3:27:f0:47:f0,RBGM-Bidding,[WPA2-PSK-CCMP][ESS],-86,5,14.64302804,121.06103076
2018-04-24 22:10:48,e0:8e:3c:21:e4:bf,bayanDSLWIFI_E4BF,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-90,11,14.64302804,121.06103076
2018-04-24 22:11:24,f4:cf:e2:1f:f0:02,Guest@Bayan,[WPA-PSK-CCMP][ESS],-77,11,14.64302321,121.06070856
2018-04-24 22:11:40,f2:9f:c2:3e:d6:36,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-85,44,14.64301384,121.06056953
2018-04-24 22:11:40,02:9f:c2:3e:d6:36,SWS Guest,[WPA2-PSK-CCMP][ESS],-85,44,14.64301384,121.06056953
2018-04-24 22:11:12,f4:cf:e2:1f:f0:01,WiFi@Bayan,[WPA-EAP-CCMP][WPA2-EAP-CCMP-preauth][ESS],-76,11,14.64301751,121.06084291
2018-04-24 22:12:16,38:d5:47:0a:ed:98,Newton,[WPA2-PSK-CCMP][WPS][ESS],-69,6,14.64293303,121.06026025
2018-04-24 22:11:12,f4:cf:e2:1f:f0:00,BYOD@Bayan,[ESS],-75,11,14.64301751,121.06084291
2018-04-24 22:10:53,00:1f:fb:ab:f3:33,HomeBro_ULTERA,[WPA2-PSK-CCMP][WPS][ESS],-75,10,14.64302464,121.06098617
2018-04-24 22:11:12,02:9f:c2:3d:d6:36,,[WPA2-PSK-CCMP][ESS],-81,1,14.64301751,121.06084291
2018-04-24 22:11:24,f4:cf:e2:1f:f0:0d,Guest@Bayan,[WPA-PSK-CCMP][ESS],-78,60,14.64302321,121.06070856
2018-04-24 22:11:24,f4:cf:e2:1f:f0:0e,WiFi@Bayan,[WPA-EAP-CCMP][WPA2-EAP-CCMP-preauth][ESS],-78,60,14.64302321,121.06070856
2018-04-24 22:10:56,4c:81:20:f3:29:df,Tereso,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-86,5,14.64302931,121.06095116
2018-04-24 22:11:20,f0:9f:c2:d7:12:5b,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-71,1,14.64302446,121.06075113
2018-04-24 22:11:08,46:d9:e7:fb:02:ea,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-85,149,14.64300674,121.06088304
2018-04-24 22:11:08,56:d9:e7:fa:59:22,,[WPA2-PSK-CCMP][ESS],-86,6,14.64300674,121.06088304
2018-04-24 22:11:08,44:d9:e7:fa:59:22,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-87,6,14.64300674,121.06088304
2018-04-24 22:12:55,00:08:9f:dd:75:cc,JE&Co,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-61,5,14.64292503,121.05988289
2018-04-24 22:11:12,78:c1:a7:04:d2:d4,ZTEH108N_4D2D4,[WPA-PSK-CCMP+TKIP][ESS],-85,1,14.64301751,121.06084291
2018-04-24 22:11:28,02:9f:c2:d8:12:5b,SWS Guest,[WPA2-PSK-CCMP][ESS],-73,149,14.64302447,121.0606735
2018-04-24 22:11:28,f2:9f:c2:d8:12:5b,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-73,149,14.64302447,121.0606735
2018-04-24 22:11:16,12:9f:c2:d8:12:5b,,[WPA2-PSK-CCMP][ESS],-80,149,14.64302187,121.06080019
2018-04-24 22:11:20,66:d9:e7:fb:02:ea,,[WPA2-PSK-CCMP][ESS],-83,149,14.64302446,121.06075113
2018-04-24 22:11:16,56:d9:e7:fb:02:ea,SWS Guest,[WPA2-PSK-CCMP][ESS],-87,149,14.64302187,121.06080019
2018-04-24 22:11:16,12:9f:c2:3e:d6:36,,[WPA2-PSK-CCMP][ESS],-88,44,14.64302187,121.06080019
2018-04-24 22:11:20,f2:9f:c2:3d:02:96,SWS Guest,[WPA2-PSK-CCMP][ESS],-81,11,14.64302446,121.06075113
2018-04-24 22:11:20,f0:9f:c2:3d:02:96,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-85,11,14.64302446,121.06075113
2018-04-24 22:12:04,70:4f:57:de:c1:5e,E-onna TP,[WPA2-PSK-CCMP][WPS][ESS],-73,8,14.64296521,121.06036688
2018-04-24 22:11:36,80:2a:a8:d7:54:13,Social Weather Stations,[WPA2-PSK-CCMP][ESS],-88,11,14.64302371,121.06059972
2018-04-24 22:11:40,ac:f9:70:ec:81:38,HUAWEI-dHWC,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-89,3,14.64301384,121.06056953
2018-04-24 22:11:48,02:9f:c2:3d:02:96,,[WPA2-PSK-CCMP][ESS],-82,11,14.64299155,121.06049367
2018-04-24 22:47:35,00:13:33:f5:cb:9a,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-49,1,14.64304753,121.05984066
2018-04-24 22:12:21,f0:98:38:07:e8:08,HUAWEI-QXN6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-59,4,14.64293499,121.06022241
2018-04-24 22:13:10,78:c1:a7:01:f7:f4,ZTEH108N_2FB5A,[WPA-PSK-CCMP+TKIP][ESS],-67,11,14.64290837,121.05974781
2018-04-24 22:12:25,00:26:75:ab:9a:c2,bayanDSLWiFi_9AC2,[WPA-PSK-TKIP][WPA2-PSK-TKIP][WPS][ESS],-74,11,14.64292775,121.06018789
2018-04-24 22:11:52,00:13:33:ea:70:85,PLDTHOMEDSLniXyrol,[WPA-PSK-CCMP][ESS],-83,11,14.64297214,121.06045949
2018-04-24 22:12:21,f0:98:38:a0:31:38,Wapak Sound Studios,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-76,9,14.64293499,121.06022241
2018-04-24 22:11:56,00:1f:7c:05:35:89,witelcom,[ESS],-91,136,14.64295733,121.06043849
2018-04-24 22:12:25,e0:8e:3c:16:7c:fd,malingap,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-69,1,14.64292775,121.06018789
2018-04-24 22:12:45,5c:6a:80:19:ee:46,TipsandTeas,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-65,13,14.64292865,121.05998852
2018-04-24 22:12:32,70:5a:9e:83:fc:28,Hillcrestcafe1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-63,6,14.64292862,121.06011074
2018-04-24 22:12:16,c8:d7:19:e4:e4:f5,Home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-77,11,14.64293303,121.06026025
2018-04-24 22:12:16,d0:b2:c4:2a:14:9a,SKYbroadband1497,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-83,1,14.64293303,121.06026025
2018-04-24 22:12:29,d2:5b:a8:32:78:8a,NIKKINICO,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-53,13,14.64293716,121.06014247
2018-04-24 22:47:43,00:26:75:f5:db:60,JJWC,[WPA-PSK-CCMP+TKIP][ESS],-65,11,14.64306763,121.05986439
2018-04-24 22:12:36,00:08:9f:dd:75:c8,JE&Co,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-68,161,14.64291586,121.06008514
2018-04-24 22:12:25,5c:f2:86:2f:5b:d8,ESTORICO,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-81,9,14.64292775,121.06018789
2018-04-24 22:12:45,08:10:73:56:2f:8f,secret,[WPA2-PSK-TKIP][ESS],-70,1,14.64292865,121.05998852
2018-04-24 22:12:29,dc:09:4c:59:4a:c9,Mangie,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-79,11,14.64293716,121.06014247
2018-04-24 22:12:36,58:c5:cb:8c:d2:9d,AndroidAP,[WPA2-PSK-CCMP][ESS],-80,1,14.64291586,121.06008514
2018-04-24 22:23:16,4c:81:20:97:46:38,PLDTHOMEDSL74638,[WPA2-PSK-CCMP][WPS][ESS],-68,1,14.64286161,121.0590483
2018-04-24 22:12:45,5c:6a:80:19:ee:47,TipsandTeasadmin,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],-79,36,14.64292865,121.05998852
2018-04-24 22:13:10,70:9f:2d:a1:32:54,bayanDSLWiFi_3254,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-66,1,14.64290837,121.05974781
2018-04-24 22:47:31,e0:8e:3c:1c:29:3f,JJWC1,[WPA-PSK-CCMP+TKIP][ESS],-66,11,14.6430918,121.05983981
2018-04-24 22:13:10,00:22:6b:89:e5:0c,Palad's WiFi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-73,6,14.64290837,121.05974781
2018-04-24 22:13:10,88:3f:d3:06:89:b8,HUAWEI-Sy2f,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-70,2,14.64290837,121.05974781
2018-04-24 22:13:10,1c:7e:e5:89:6a:80,uncle moe's,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-69,9,14.64290837,121.05974781
2018-04-24 22:23:16,b2:60:f1:34:62:57,iPhone,[WPA2-PSK-CCMP][ESS],-62,11,14.64286161,121.0590483
2018-04-24 22:13:43,e6:9a:dc:88:c7:7d,Michael's iPhone,[WPA2-PSK-CCMP][ESS],-74,1,14.64287882,121.05948332
2018-04-24 22:12:55,bc:c0:0f:cb:74:7c,PLDTHOMEFIBR5Gb7478,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-86,36,14.64292503,121.05988289
2018-04-24 22:12:59,94:0e:6b:66:4f:ea,B310_64FEA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-74,4,14.6429218,121.05984089
2018-04-24 22:14:03,ac:f9:70:ec:85:00,MDQC,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-54,4,14.64285196,121.05940024
2018-04-24 22:12:59,08:95:2a:89:3b:c6,SKYbroadband70F2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-87,1,14.6429218,121.05984089
2018-04-24 22:12:59,c8:d7:19:34:e6:1e,Europe,[WPA2-PSK-CCMP][WPS][ESS],-88,2,14.6429218,121.05984089
2018-04-24 22:47:07,74:cc:39:ca:5b:48,PLDTHOMEFIBRa5b48,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-54,8,14.64331272,121.05980258
2018-04-24 22:47:27,bc:c0:0f:cb:74:78,PLDTHOMEFIBRb7478,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-69,8,14.64312869,121.05983703
2018-04-24 22:13:03,34:ce:00:73:62:4f,TJA48-2_plus,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-87,2,14.64291475,121.05980188
2018-04-24 22:13:10,2c:0e:3d:ad:b2:a9,"<""><#><<",[WPA2-PSK-CCMP][ESS],-65,6,14.64290837,121.05974781
2018-04-24 22:13:03,38:d8:2f:2b:9d:50,Monterey Malingap 02-4361184,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-87,3,14.64291475,121.05980188
2018-04-24 22:46:29,90:61:0c:41:12:55,PLDTHOMEDSLNS,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-60,1,14.64362639,121.05980242
2018-04-24 22:13:47,8e:79:67:8b:c4:f4,Smart Bro_8BC4F4,[WPS][ESS],-71,13,14.64286182,121.05945365
2018-04-24 22:23:00,1c:74:0d:19:23:80,PLDTHOMEDSLADJLC,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-64,8,14.64285979,121.05924681
1970-01-01 08:00:00,bc:3d:85:ad:6f:c0,HUAWEI-6FC0,[WPA2-PSK-CCMP][ESS],-79,1,14.642943830000002,121.06006519800002
2018-04-24 22:22:00,48:db:50:1a:8d:de,JENAYA WIFI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-80,9,14.64287315,121.05941705
2018-04-24 22:13:43,9e:a9:e4:e0:a7:61,JAMS,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-78,6,14.64287882,121.05948332
2018-04-24 22:13:10,34:ce:00:51:23:75,?,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-86,1,14.64290837,121.05974781
2018-04-24 22:14:03,d2:5b:a8:32:85:85,Smart Bro_328585,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-77,13,14.64285196,121.05940024
2018-04-24 22:23:47,00:26:75:b7:80:99,Alex,[WPA-PSK-CCMP+TKIP][WPS][ESS],-69,9,14.64278219,121.0587196
2018-04-24 22:23:00,88:d2:74:a9:ac:38,MCFH_WIFI,[WPA-PSK-CCMP+TKIP][WPS][ESS],-73,10,14.64285979,121.05924681
2018-04-24 22:27:11,51502_30232_210439892,Globe,HSPA;ph,-67,0,14.64151136,121.05815427
2018-04-24 22:23:08,90:61:0c:3a:a0:78,PLDTHOMEDSL41080,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-78,11,14.64285809,121.05913105
2018-04-24 22:23:04,60:02:92:32:da:fb,a6edfc,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-80,1,14.64285831,121.05918705
2018-04-24 22:23:08,78:00:9e:2c:d7:7e,AndroidAP,[WPA2-PSK-CCMP][ESS],-57,6,14.64285809,121.05913105
2018-04-24 22:22:32,51502_30232_210446715,Globe,HSPA;ph,-77,0,14.64285469,121.05942427
2018-04-24 22:22:36,e6:9a:dc:88:52:9a,iPhone,[WPA2-PSK-CCMP][ESS],-76,1,14.64285348,121.05942476
2018-04-24 22:22:36,e6:9a:dc:8a:90:d3,Niño's iPhone,[WPA2-PSK-CCMP][ESS],-86,6,14.64285348,121.05942476
2018-04-24 22:22:47,06:d6:aa:29:af:98,AldrinCHU,[WPA2-PSK-CCMP][ESS],-70,6,14.64285356,121.05942457
2018-04-24 22:22:47,51502_30232_210439889,Globe,HSPA;ph,-77,0,14.64285356,121.05942457
2018-04-24 22:23:00,74:a5:28:13:47:cb,Ana the Great,[WPA2-PSK-CCMP][ESS],-80,1,14.64285979,121.05924681
2018-04-24 22:23:04,06:d6:aa:a8:c1:92,AndroidAP,[WPA2-PSK-CCMP][ESS],-75,11,14.64285831,121.05918705
2018-04-24 22:23:30,08:86:3b:5f:8d:1e,Malingap 1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-78,1,14.64280889,121.05891644
2018-04-24 22:23:16,90:61:0c:23:d2:4c,Malingap_Repeater,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-85,1,14.64286161,121.0590483
2018-04-24 22:23:47,90:61:0c:16:ab:af,PLDTMyDSL_JAG,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-79,11,14.64278219,121.0587196
2018-04-24 22:23:47,90:61:0c:0c:c7:c4,Malingap,[WPA2-PSK-CCMP][ESS],-81,6,14.64278219,121.0587196
2018-04-24 22:24:00,5c:f2:86:24:81:fe,SmartBro_2481FE,[WPS][ESS],-79,10,14.64281459,121.05858017
2018-04-24 22:24:47,b0:4e:26:02:99:ac,Anonymous2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-85,11,14.64276837,121.05807746
2018-04-24 22:24:00,08:86:3b:82:fc:4e,Kiara-Belkin :),[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-87,7,14.64281459,121.05858017
2018-04-24 22:24:04,ac:f9:70:ed:6b:c4,taylor,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-86,1,14.64282585,121.05853018
2018-04-24 22:24:08,d0:04:92:01:8d:30,PLDTHOMEFIBRkatrina,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-79,7,14.64279126,121.05847531
2018-04-24 22:24:21,84:16:f9:ac:69:97,PLDTMyDSL_asemed_EXT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-81,11,14.64278742,121.05832086
2018-04-24 22:24:51,74:cc:39:c9:fc:d0,PLDTHOMEFIBR9fcd0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-80,8,14.64272268,121.05807592
2018-04-24 22:31:12,f2:98:38:9f:b5:5e,WO,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-79,4,14.64274108,121.05797057
2018-04-24 22:31:56,f0:98:38:07:dc:7c,COC,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-56,7,14.64314289,121.05797069
2018-04-24 22:24:37,f0:8c:fb:81:bd:28,PLDTHOMEFIBR_Malingap,[WPA2-PSK-CCMP+TKIP][ESS],-78,6,14.64280549,121.05816511
2018-04-24 22:24:37,00:1f:fb:c5:d5:75,HomeBro_ULTERA,[WPA2-PSK-CCMP][WPS][ESS],-88,6,14.64280549,121.05816511
2018-04-24 22:31:56,5c:f2:86:24:fb:6b,Mint,[WPA2-PSK-CCMP][WPS][ESS],-62,7,14.64314289,121.05797069
2018-04-24 22:31:24,5c:f2:86:2b:65:40,joynas,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-70,7,14.64283286,121.05798147
2018-04-24 22:31:03,bc:c0:0f:1f:40:28,NOTCONNECTED,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-76,9,14.64270547,121.05799728
2018-04-24 22:24:51,50:9f:27:da:a0:01,HUAWEI-E5220-a001,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-83,11,14.64272268,121.05807592
2018-04-24 22:24:51,d0:b2:c4:56:9a:1b,SKYbroadband9A18,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-86,1,14.64272268,121.05807592
2018-04-24 22:33:24,bc:c0:0f:20:19:50,Brewmaster,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-81,5,14.64387518,121.05771518
2018-04-24 22:25:15,64:66:b3:91:57:6e,Donut,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-82,1,14.64250071,121.05809736
2018-04-24 22:29:11,bc:c0:0f:7b:ae:b0,FIBERHOME_baeb0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-50,1,14.64171022,121.05810242
2018-04-24 22:31:24,88:d2:74:86:cc:39,bayanDSLWIFI_CC39,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-60,1,14.64283286,121.05798147
2018-04-24 22:25:07,bc:c0:0f:7b:a6:90,FIBERHOME_ba690,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-83,8,14.6425924,121.05809994
2018-04-24 22:26:03,90:61:0c:2e:a8:06,PLDTHOMEDSL43014,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-70,11,14.64209663,121.05809208
2018-04-24 22:25:30,90:61:0c:40:b0:5e,PLDTHOMEDSL45150,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-74,1,14.64238315,121.05811414
