GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
03/14/1813:25:52.582731,03/14/1813:25:52.582731,62:fe:1e:c6:e5:dc,Flare S5,WPA2,-83,1,None,none,14.650108,121.052482
03/14/1813:25:55.280380,03/14/1813:25:55.280380,fa:1d:72:c3:94:c6,NY iP,WPA2,-80,1,None,none,14.650103,121.052483
03/14/1813:26:03.470544,03/14/1813:26:03.470544,d2:5b:a8:9d:45:b9,Smart Bro_9D45B9,OPN,-73,6,None,none,14.650192,121.052485
03/14/1813:26:31.982487,03/14/1813:26:31.982487,f2:79:60:d4:98:14,Monicas phone,WPA2,-86,1,None,none,14.650273,121.052420
03/14/1813:26:39.224559,03/14/1813:26:39.224559,58:70:c6:c7:db:b1,YICarCam_c7dbb1,WPA2,-75,7,Shanghai,none,14.650235,121.052563
03/14/1813:27:12.142595,03/14/1813:27:12.142595,48:f8:b3:d4:9e:a5,Isidro2Link2.4,WPA2,-56,2,Cisco-Li,none,14.650120,121.054197
03/14/1813:27:01.551051,03/14/1813:27:01.551051,fe:2d:5e:14:21:95,DEVECAIS JYCA,WPA2,-81,9,None,none,14.650003,121.053772
03/14/1813:27:11.250391,03/14/1813:27:11.250391,14:b7:f8:0b:8e:57,SKYbroadband8E54,WPA2/WPA,-90,1,Technico,none,14.650082,121.054177
03/14/1813:28:06.059985,03/14/1813:28:06.059985,90:61:0c:19:3d:ec,PLDTHOMEDSL,WPA2/WPA,-86,11,FidaInte,none,14.651535,121.055158
03/14/1813:28:10.779291,03/14/1813:28:10.779291,b0:e1:7e:52:4d:02,PetiXProd,WPA2,-84,1,HuaweiTe,none,14.651485,121.055518
03/14/1813:28:28.877633,03/14/1813:28:28.877633,60:83:34:ea:f0:25,BRIGHTSPEED45,WPA2,-91,1,HuaweiTe,none,14.650868,121.056492
03/14/1813:28:29.199256,03/14/1813:28:29.199256,ac:83:f3:c5:2a:22,midr-cardvr-v1_midev2a22,WPA2,-74,1,AmpakTec,none,14.650800,121.056525
03/14/1813:28:36.005146,03/14/1813:28:36.005146,cc:06:77:5e:c6:e8,PLDTHOMEFIBRec6e8,WPA2/WPA,-77,5,Fiberhom,none,14.650357,121.056680
03/14/1813:28:37.017702,03/14/1813:28:37.017702,26:a2:e1:33:f9:59,Elle Brees Ipad,WPA2,-75,6,None,none,14.650263,121.056703
03/14/1813:28:38.425518,03/14/1813:28:38.425518,48:db:50:b4:73:40,HUAWEI-7340,WPA2,-69,6,HuaweiTe,none,14.650087,121.056735
03/14/1813:28:54.049361,03/14/1813:28:54.049361,58:70:c6:f5:df:24,YICarCam_f5df24,WPA2,-85,5,Shanghai,none,14.649070,121.056922
03/14/1813:29:03.314492,03/14/1813:29:03.314492,90:61:0c:1f:9e:28,PLDTHOMEDSL,WPA2/WPA,-83,11,FidaInte,none,14.648725,121.056950
03/14/1813:29:09.554068,03/14/1813:29:09.554068,bc:c0:0f:bf:79:80,PLDTHOMEFIBRf7980,WPA2/WPA,-76,1,Fiberhom,none,14.648393,121.057012
03/14/1813:29:11.779086,03/14/1813:29:11.779086,28:92:4a:14:56:18,HOLYFAMILY,WPA2/WPA,-79,2,HewlettP,none,14.648267,121.057037
03/14/1813:44:45.899281,03/14/1813:44:45.899281,00:26:75:e4:f0:50,YujInn 3rd floor,WPA2,-71,39,AztechEl,none,14.648073,121.057083
03/14/1813:29:27.448284,03/14/1813:29:27.448284,e0:8e:3c:1a:88:57,METEORO,WPA2/WPA,-86,1,AztechEl,none,14.647242,121.057417
03/14/1813:29:34.801293,03/14/1813:29:34.801293,f2:98:9d:be:ce:78,Jhane Emerrie’s iPhone,WPA2,-76,6,None,none,14.646962,121.057697
03/14/1813:29:33.847922,03/14/1813:29:33.847922,58:70:c6:f1:65:7a,YICarCam_f1657a,WPA2,-79,7,Shanghai,none,14.646997,121.057657
03/14/1813:29:35.428489,03/14/1813:29:35.428489,34:ba:9a:56:5b:09,Mark Kenneth,WPA2/WPA,-78,7,Asiatelc,none,14.646925,121.057740
03/14/1813:29:37.524170,03/14/1813:29:37.524170,c8:93:46:48:70:90,Think_487090,WPA2,-76,7,Mxchip,none,14.646855,121.057850
03/14/1813:29:36.277617,03/14/1813:29:36.277617,c8:93:46:48:4c:43,Think_484C43,WPA2,-68,7,Mxchip,none,14.646890,121.057790
03/14/1813:29:36.825566,03/14/1813:29:36.825566,c8:93:46:48:4c:7f,Think_484C7F,WPA2,-69,8,Mxchip,none,14.646890,121.057790
03/14/1813:29:36.808206,03/14/1813:29:36.808206,c8:93:46:cc:21:05,Think_CC2105,WPA2/WPA,-76,6,Mxchip,none,14.646890,121.057790
03/14/1813:29:38.564990,03/14/1813:29:38.564990,5c:6a:80:a3:6f:2b,UndefeatedBarbershop,WPA2/WPA,-68,9,ZyxelCom,none,14.646820,121.057908
03/14/1813:29:43.055522,03/14/1813:29:43.055522,a4:2b:b0:c1:4c:87,SKYbroadband7B2C_EXT,WPA2/WPA,-81,11,Tp-LinkT,none,14.646688,121.058147
03/14/1813:40:21.973333,03/14/1813:40:21.973333,36:69:87:c0:03:0d,Delima,WPA2,-63,1,None,none,14.650255,121.052452
03/14/1813:29:46.469761,03/14/1813:29:46.469761,cc:06:77:5c:bd:59,OS Dong,WPA2,-92,1,Fiberhom,none,14.646555,121.058383
03/14/1813:29:47.470001,03/14/1813:29:47.470001,00:13:33:fa:b8:da,PLDTHOMEDSLWS,WPA2/WPA,-87,1,Baudtec,none,14.646523,121.058445
03/14/1813:30:26.170613,03/14/1813:30:26.170613,fc:3f:7c:32:cf:3c,HUAWEI-CF3C,WPA2,-73,3,HuaweiTe,none,14.646287,121.059265
03/14/1813:29:53.079806,03/14/1813:29:53.079806,0c:f4:d5:15:99:28,#SmartWifi @StrEATMag,OPN,-62,6,RuckusWi,none,14.646425,121.058712
03/14/1813:29:52.325026,03/14/1813:29:52.325026,bc:c0:0f:1e:90:90,PLDTHOMEFIBRe9090,WPA2/WPA,-81,7,Fiberhom,none,14.646425,121.058712
03/14/1813:29:58.557829,03/14/1813:29:58.557829,fc:3f:7c:21:c4:5f,B315_1C45F,WPA2,-61,11,HuaweiTe,none,14.646428,121.058808
03/14/1813:30:05.981239,03/14/1813:30:05.981239,36:69:87:72:1d:a3,Smart Bro_721DA3,OPN,-78,1,None,none,14.646390,121.058998
03/14/1813:30:15.453929,03/14/1813:30:15.453929,38:d5:47:3b:a9:6f,My ASUS,WPA2,-69,8,AsustekC,none,14.646325,121.059185
03/14/1813:30:22.498197,03/14/1813:30:22.498197,00:13:33:fa:b9:f7,PLDTHOMEDSL,WPA2/WPA,-85,1,Baudtec,none,14.646310,121.059222
03/14/1813:31:04.098184,03/14/1813:31:04.098184,88:d2:74:86:c4:cb,bayanDSLWIFI_C4CB,WPA2/WPA,-61,1,Zte,none,14.646057,121.060185
03/14/1813:31:02.625460,03/14/1813:31:02.625460,94:a7:b7:3c:f9:7c,55tinta,WPA2/WPA,-90,1,Zte,none,14.646092,121.060072
03/14/1813:31:28.886921,03/14/1813:31:28.886921,8c:4c:ad:01:5d:10,LAN Kwai,WPA2,-69,7,Evoluzn,none,14.645253,121.060942
03/14/1813:31:22.009709,03/14/1813:31:22.009709,90:61:0c:40:d8:7e,PLDTHOMEDSL55422,WPA2/WPA,-76,1,FidaInte,none,14.645535,121.060845
03/14/1813:31:22.061503,03/14/1813:31:22.061503,36:57:60:ae:a0:30,HomeBro_ULTERA,WPA2/WPA,-91,1,None,none,14.645535,121.060845
03/14/1813:31:23.522470,03/14/1813:31:23.522470,84:ba:3b:81:35:bd,8135BD-iP110series,WPA2,-86,3,Canon,none,14.645485,121.060875
03/14/1813:31:25.833268,03/14/1813:31:25.833268,18:de:d7:34:4c:cc,HUAWEI-uAu6,WPA2/WPA,-75,5,HuaweiTe,none,14.645432,121.060898
03/14/1813:31:30.020432,03/14/1813:31:30.020432,38:a2:8c:fb:58:6c,Mitsubishi Wireless TV 543,OPN,-74,36,Shenzhen,none,14.645175,121.060942
03/14/1813:31:29.580547,03/14/1813:31:29.580547,bc:76:5e:41:52:89,AndroidAP,WPA2,-89,6,SamsungE,none,14.645175,121.060942
03/14/1813:31:34.084372,03/14/1813:31:34.084372,e0:8e:3c:22:2b:d7,bayanDSLWIFI_2BD7,WPA2/WPA,-74,10,AztechEl,none,14.644850,121.060953
03/14/1813:31:33.390259,03/14/1813:31:33.390259,e0:8e:3c:26:15:1c,FINNLEY,WPA,-75,11,AztechEl,none,14.644850,121.060953
03/14/1813:31:34.810125,03/14/1813:31:34.810125,d0:03:4b:d7:9c:e8,Joseph Carmelos Wi-Fi Network,WPA2,-62,11,Apple,none,14.644777,121.060960
03/14/1813:31:33.537351,03/14/1813:31:33.537351,94:46:96:16:11:b9,PLDTHOMEDSL4T4K0,WPA2/WPA,-78,11,Baudtec,none,14.644850,121.060953
03/14/1813:31:36.642686,03/14/1813:31:36.642686,b0:c7:45:16:cc:78,Toink,WPA2/WPA,-90,11,Buffalo,none,14.644655,121.060967
03/14/1813:31:46.568148,03/14/1813:31:46.568148,7c:8b:ca:56:66:ac,Bawal Dito!,WPA2/WPA,-79,6,Tp-LinkT,none,14.644547,121.060940
03/14/1813:31:44.228494,03/14/1813:31:44.228494,7c:8b:ca:56:3e:34,Bawal Dito!,WPA2/WPA,-73,6,Tp-LinkT,none,14.644548,121.060938
03/14/1813:31:47.612841,03/14/1813:31:47.612841,5c:f2:86:25:2e:3b,SmartBro_252E3B,WPA2,-82,6,IeeeRegi,none,14.644545,121.060942
03/14/1813:31:56.532411,03/14/1813:31:56.532411,e4:77:23:a5:7d:e8,bayanDSLWiFi_7DE8,WPA2/WPA,-91,13,Zte,none,14.644540,121.060943
03/14/1813:32:07.012624,03/14/1813:32:07.012624,e4:8d:8c:8c:85:29,GloboAsiatico,WPA2,-75,6,Routerbo,none,14.644120,121.061007
03/14/1813:32:07.027599,03/14/1813:32:07.027599,e6:8d:8c:8c:85:2a,Globo-Guest,OPN,-75,6,None,none,14.644120,121.061007
03/14/1813:32:05.633912,03/14/1813:32:05.633912,e6:8d:8c:5a:8d:ba,xNonex,WPA2/WPA,-90,6,None,none,14.644170,121.061003
03/14/1813:32:08.765919,03/14/1813:32:08.765919,e6:8d:8c:8c:85:29,Globo-Associates,OPN,-75,6,None,none,14.644017,121.061003
03/14/1813:32:06.698598,03/14/1813:32:06.698598,e6:8d:8c:8c:85:2b,PCSO,OPN,-74,6,None,none,14.644120,121.061007
03/14/1813:32:08.570934,03/14/1813:32:08.570934,e6:8d:8c:8c:85:2c,xNonex,WPA2/WPA,-79,6,None,none,14.644017,121.061003
03/14/1813:32:09.893014,03/14/1813:32:09.893014,8c:68:c8:c0:19:05,bayanDSLWIFI_1905,WPA2/WPA,-66,8,None,none,14.643960,121.061008
03/14/1813:32:14.320057,03/14/1813:32:14.320057,18:60:24:0b:31:da,DIRECT-D9-HP OfficeJet Pro 8720,WPA2,-60,11,HewlettP,none,14.643642,121.061038
03/14/1813:32:15.004490,03/14/1813:32:15.004490,c8:b5:ad:d2:19:40,MPW WI-FI,WPA2,-59,11,HewlettP,none,14.643642,121.061038
03/14/1813:32:14.269692,03/14/1813:32:14.269692,18:60:24:0b:31:8b,DIRECT-89-HP OfficeJet Pro 8720,WPA2,-56,11,HewlettP,none,14.643642,121.061038
03/14/1813:32:15.022067,03/14/1813:32:15.022067,c8:b5:ad:d2:19:41,MPW GUEST WI-FI,OPN,-58,11,HewlettP,none,14.643642,121.061038
03/14/1813:32:18.149630,03/14/1813:32:18.149630,b0:e1:7e:9d:f1:09,HUAWEI-F109,WPA2,-72,1,HuaweiTe,none,14.643448,121.061060
03/14/1813:32:18.282559,03/14/1813:32:18.282559,9c:6f:52:35:18:64,bayanDSLWIFI_1864,WPA2/WPA,-68,2,Zte,none,14.643382,121.061075
03/14/1813:32:17.936977,03/14/1813:32:17.936977,90:f6:52:32:6f:64,TP-LINK_326F64,OPN,-87,1,Tp-LinkT,none,14.643448,121.061060
03/14/1813:32:22.337582,03/14/1813:32:22.337582,18:a6:f7:76:32:a6,RBGM Sales Department,WPA2,-63,4,Tp-LinkT,none,14.643192,121.061087
03/14/1813:32:20.891983,03/14/1813:32:20.891983,38:d8:2f:2b:d8:7c,bayanDSLWiFi_D87C,WPA2/WPA,-79,4,Zte,none,14.643270,121.061080
03/14/1813:32:25.392106,03/14/1813:32:25.392106,06:d6:aa:34:a6:9a,B♡GS,WPA2,-80,6,None,none,14.643087,121.061098
03/14/1813:32:33.896112,03/14/1813:32:33.896112,f4:cf:e2:1f:f0:02,Guest@Bayan,OPN,-64,11,Cisco,none,14.642998,121.060865
03/14/1813:32:33.915114,03/14/1813:32:33.915114,02:9f:c2:3d:d7:00,xNonex,WPA2,-85,11,None,none,14.642998,121.060865
03/14/1813:32:35.221592,03/14/1813:32:35.221592,f2:9f:c2:3d:d7:00,SWS Guest,WPA2,-82,11,None,none,14.642988,121.060753
03/14/1813:32:33.984786,03/14/1813:32:33.984786,f4:cf:e2:1f:f0:00,BYOD@Bayan,OPN,-64,11,Cisco,none,14.642998,121.060865
03/14/1813:32:34.316474,03/14/1813:32:34.316474,f0:9f:c2:3d:d7:00,Social Weather Stations,WPA2,-84,11,Ubiquiti,none,14.642998,121.060817
03/14/1813:32:34.174901,03/14/1813:32:34.174901,f4:cf:e2:1f:f0:01,WiFi@Bayan,WPA2/WPA,-64,11,Cisco,none,14.642998,121.060865
03/14/1813:32:57.365130,03/14/1813:32:57.365130,20:54:fa:4e:f4:b0,HUAWEI-F4B0,WPA2,-76,1,HuaweiTe,none,14.642930,121.059575
03/14/1813:32:38.040936,03/14/1813:32:38.040936,00:1f:fb:ab:f3:33,HomeBro_ULTERA,WPA2,-73,1,GreenPac,none,14.642990,121.060628
03/14/1813:32:37.143228,03/14/1813:32:37.143228,50:09:59:85:97:b5,SocialWeatherStations2,WPA2/WPA,-90,1,Technico,none,14.642977,121.060693
03/14/1813:32:51.478334,03/14/1813:32:51.478334,38:d8:2f:2b:9d:50,Monterey Malingap 02-4361184,WPA2/WPA,-55,10,Zte,none,14.642953,121.059783
03/14/1813:32:52.522220,03/14/1813:32:52.522220,88:3f:d3:06:89:b8,HUAWEI-Sy2f,WPA2/WPA,-69,11,HuaweiTe,none,14.642950,121.059752
03/14/1813:32:51.376261,03/14/1813:32:51.376261,6a:14:01:98:91:e6,DIRECT-e6-HP M277 LaserJet,WPA2,-79,11,None,none,14.642955,121.059817
03/14/1813:32:54.982199,03/14/1813:32:54.982199,98:e7:f4:7c:2a:9c,DIRECT-9B-HP DeskJet 3830 series,WPA2,-83,1,HewlettP,none,14.642945,121.059698
03/14/1813:32:57.348904,03/14/1813:32:57.348904,70:5a:9e:83:fc:4c,ilovecoffeesciencecenter,WPA2/WPA,-91,1,Technico,none,14.642930,121.059575
03/14/1813:32:58.310706,03/14/1813:32:58.310706,bc:3d:85:ad:6f:c0,HUAWEI-6FC0,WPA2,-80,3,HuaweiTe,none,14.642925,121.059520
03/14/1813:33:00.825686,03/14/1813:33:00.825686,00:9a:cd:43:3b:ea,HUAWEI-3BEA,WPA2,-74,6,HuaweiTe,none,14.642915,121.059372
03/14/1813:33:00.897161,03/14/1813:33:00.897161,60:02:92:32:da:fb,a6edfc,WPA2/WPA,-86,6,Pegatron,none,14.642915,121.059372
03/14/1813:33:02.952745,03/14/1813:33:02.952745,76:33:cb:79:76:9a,Summer,WPA2,-80,6,None,none,14.642897,121.059222
03/14/1813:33:09.513935,03/14/1813:33:09.513935,08:86:3b:5f:8d:1e,Malingap 1,WPA2/WPA,-77,11,BelkinIn,none,14.642860,121.058837
03/14/1813:33:09.685096,03/14/1813:33:09.685096,90:61:0c:23:d2:4c,Malingap_Repeater,WPA2/WPA,-85,11,FidaInte,none,14.642860,121.058837
03/14/1813:33:36.666495,03/14/1813:33:36.666495,4c:81:20:92:da:a2,PLDTHOMEDSL2DAA2,WPA2,-68,4,TaicangT,none,14.642703,121.057432
03/14/1813:33:21.221472,03/14/1813:33:21.221472,f0:8c:fb:81:bd:28,PLDTHOMEFIBR_Malingap,WPA2,-81,6,Fiberhom,none,14.642837,121.058202
03/14/1813:33:21.864968,03/14/1813:33:21.864968,34:ba:9a:50:79:69,The Bluehouse,WPA2,-90,7,Asiatelc,none,14.642838,121.058177
03/14/1813:33:30.421760,03/14/1813:33:30.421760,80:29:94:68:28:e5,SKYbroadband28E2,WPA2/WPA,-76,11,Technico,none,14.642798,121.057870
03/14/1813:33:30.509609,03/14/1813:33:30.509609,80:29:94:67:ed:c9,Trojan Malware,WPA2/WPA,-89,11,Technico,none,14.642798,121.057870
03/14/1813:33:30.846657,03/14/1813:33:30.846657,28:56:5a:53:d3:3d,SETUP,OPN,-93,11,HonHaiPr,none,14.642798,121.057870
03/14/1813:33:32.155729,03/14/1813:33:32.155729,20:aa:4b:51:cb:37,LinksysExtender08514,OPN,-93,1,Cisco-Li,none,14.642780,121.057797
03/14/1813:33:37.083421,03/14/1813:33:37.083421,0c:54:a5:fc:1d:b8,5d572d,WPA2/WPA,-72,5,Pegatron,none,14.642703,121.057432
03/14/1813:33:40.320462,03/14/1813:33:40.320462,12:da:43:bc:58:c5,coolbeans,WPA2,-90,8,None,none,14.642658,121.057128
03/14/1813:33:42.095678,03/14/1813:33:42.095678,48:ee:0c:47:3b:d4,dlink,WPA2/WPA,-73,9,D-LinkIn,none,14.642650,121.057048
03/14/1813:33:46.456479,03/14/1813:33:46.456479,28:10:7b:cd:d8:d6,dlinkchill,WPA2/WPA,-89,11,D-LinkIn,none,14.642607,121.056715
03/14/1813:33:59.688548,03/14/1813:33:59.688548,e4:6f:13:fb:42:98,AMSdlink-4298,WPA2/WPA,-83,6,D-LinkIn,none,14.642517,121.056047
03/14/1813:34:01.728642,03/14/1813:34:01.728642,bc:c0:0f:7e:e0:b0,xNonex,WPA2/WPA,-63,7,Fiberhom,none,14.642547,121.056028
03/14/1813:33:59.397172,03/14/1813:33:59.397172,fc:92:3b:d0:ee:06,Windows Phone6610,WPA2,-88,6,Nokia,none,14.642517,121.056047
03/14/1813:34:02.800617,03/14/1813:34:02.800617,f0:98:38:f8:f0:28,iire manila,WPA2/WPA,-68,10,HuaweiTe,none,14.642558,121.056030
03/14/1813:34:04.864770,03/14/1813:34:04.864770,78:c1:a7:24:5b:8e,ZTEH108N_45B8E,WPA,-68,9,Zte,none,14.642628,121.056012
03/14/1813:34:05.677515,03/14/1813:34:05.677515,60:02:92:3f:28:bb,NIHONJINRAMEN,WPA2/WPA,-88,11,Pegatron,none,14.642673,121.055995
03/14/1813:34:11.870274,03/14/1813:34:11.870274,14:b7:f8:63:2a:64,TECHNICOLOR,WPA2,-61,1,Technico,none,14.643002,121.055877
03/14/1813:34:09.630894,03/14/1813:34:09.630894,cc:06:77:1f:13:10,PLDTHOMEFIBRf1310,WPA2/WPA,-82,1,Fiberhom,none,14.642895,121.055930
03/14/1813:34:09.862622,03/14/1813:34:09.862622,50:09:59:db:2f:96,SKYbroadband2F93,WPA2/WPA,-92,1,Technico,none,14.642895,121.055930
03/14/1813:34:10.322794,03/14/1813:34:10.322794,00:13:33:f2:84:33,PLDTHOMEDSL,WPA2/WPA,-91,1,Baudtec,none,14.642945,121.055893
03/14/1813:34:15.079235,03/14/1813:34:15.079235,38:d8:2f:2b:9a:f0,SUAN_WIFI,WPA2/WPA,-87,6,Zte,none,14.643192,121.055830
03/14/1813:34:15.216281,03/14/1813:34:15.216281,f4:9e:ef:a0:cf:8c,PLDTHOMEDSL0CF8C,WPA2/WPA,-90,5,TaicangT,none,14.643253,121.055813
03/14/1813:34:19.417065,03/14/1813:34:19.417065,60:31:97:33:5c:34,PLDTHOMEDSL82FBN,WPA2/WPA,-75,8,ZyxelCom,none,14.643497,121.055742
03/14/1813:34:26.014284,03/14/1813:34:26.014284,bc:96:80:2b:64:d1,PLDTMyDSL,WPA2/WPA,-81,11,Shenzhen,none,14.643840,121.055633
03/14/1813:34:27.925952,03/14/1813:34:27.925952,48:f8:b3:4a:5e:03,JOMASAN,WPA2/WPA,-84,1,Cisco-Li,none,14.643928,121.055600
03/14/1813:34:28.677615,03/14/1813:34:28.677615,c8:3a:35:c2:a1:48,PLDTHOMEFIBRe71c8,WPA2/WPA,-80,1,TendaTec,none,14.643973,121.055587
03/14/1813:34:35.315666,03/14/1813:34:35.315666,bc:c0:0f:2e:76:80,mahinawifiko,WPA2/WPA,-72,6,Fiberhom,none,14.644267,121.055503
03/14/1813:34:43.634185,03/14/1813:34:43.634185,48:00:33:a8:55:89,SKYbroadband5586,WPA2/WPA,-62,11,Technico,none,14.644752,121.055287
03/14/1813:34:44.744085,03/14/1813:34:44.744085,fc:b4:e6:4a:d7:86,SKYbroadband1827,WPA2/WPA,-66,11,AskeyCom,none,14.644823,121.055253
03/14/1813:34:46.522056,03/14/1813:34:46.522056,90:61:0c:2e:34:e9,PLDTHOMEDSL13545MILOSAM,WPA2/WPA,-88,1,FidaInte,none,14.644958,121.055198
03/14/1813:34:55.193298,03/14/1813:34:55.193298,f8:32:e4:b8:61:a4,ASUS,WPA2,-56,6,AsustekC,none,14.645402,121.054987
03/14/1813:34:55.040457,03/14/1813:34:55.040457,74:cc:39:8a:bb:d0,PLDTHOMEFIBERabbd0,WPA2/WPA,-66,8,Fiberhom,none,14.645402,121.054987
03/14/1813:34:56.098165,03/14/1813:34:56.098165,cc:06:77:60:61:28,PLDTHOMEFIBR06128,WPA2/WPA,-73,9,Fiberhom,none,14.645452,121.054960
03/14/1813:34:57.763275,03/14/1813:34:57.763275,00:13:33:f4:49:eb,PLDTHOMEDSL,WPA2/WPA,-62,10,Baudtec,none,14.645553,121.054900
03/14/1813:35:00.371096,03/14/1813:35:00.371096,78:44:76:34:91:21,CD-R KING_349124,WPA2,-88,11,ZioncomE,none,14.645698,121.054812
03/14/1813:35:23.652097,03/14/1813:35:23.652097,7e:01:91:c8:fe:f7,lenelim iphoneX,WPA2,-68,1,None,none,14.646292,121.055013
03/14/1813:35:31.606416,03/14/1813:35:31.606416,dc:4a:3e:c1:c8:2a,none,none,-88,6,none,none,14.646562,121.054922
03/14/1813:35:36.500396,03/14/1813:35:36.500396,e8:de:27:40:f6:7e,Ilustre,WPA2/WPA,-90,9,Tp-LinkT,none,14.646762,121.054827
03/14/1813:35:48.567615,03/14/1813:35:48.567615,00:22:75:fc:37:80,Belkin_N+_FC3780,WPA2/WPA,-80,5,BelkinIn,none,14.647272,121.054517
03/14/1813:35:52.853105,03/14/1813:35:52.853105,fa:8f:ca:37:71:2a,Master Bedroom TV.b,OPN,-76,6,None,none,14.647468,121.054402
03/14/1813:35:56.339560,03/14/1813:35:56.339560,bc:96:80:2b:22:ef,PLDTMyDSL,WPA2/WPA,-85,11,Shenzhen,none,14.647630,121.054283
03/14/1813:35:58.823777,03/14/1813:35:58.823777,80:29:94:68:6b:49,CritsOnDemand,WPA2/WPA,-83,11,Technico,none,14.647772,121.054183
03/14/1813:36:03.527479,03/14/1813:36:03.527479,50:09:59:85:b1:e5,SKYbroadbandB1E2,WPA2/WPA,-60,1,Technico,none,14.647982,121.054037
03/14/1813:36:06.281118,03/14/1813:36:06.281118,78:c1:a7:03:26:1c,BlackLabel,WPA,-69,5,Zte,none,14.648053,121.053993
03/14/1813:36:09.417554,03/14/1813:36:09.417554,ac:f9:70:ed:06:2c,Allen_Kenji,WPA2/WPA,-69,6,HuaweiTe,none,14.648207,121.053875
03/14/1813:36:12.690823,03/14/1813:36:12.690823,34:ba:9a:57:57:fc,Bermundo74,WPA2/WPA,-77,7,Asiatelc,none,14.648312,121.053818
